image,image_patch,mask_patch,label,fold,ela
Au_pla_30227,4.png,,0,0,ela_4.png
Tp_D_CRN_M_N_cha10198_nat10123_12362,2.png,2_gt.png,1,0,ela_2.png
Tp_D_NNN_M_N_sec00061_nat00095_00082,3.png,3_gt.png,1,0,ela_3.png
Au_sec_30689,3.png,,0,0,ela_3.png
Au_pla_30709,3.png,,0,0,ela_3.png
Au_nat_30710,1.png,,0,0,ela_1.png
Tp_D_NNN_M_B_arc20101_arc20001_02184,3.png,3_gt.png,1,0,ela_3.png
Au_arc_30566,0.png,,0,0,ela_0.png
Au_nat_10165,0.png,,0,0,ela_0.png
Tp_D_NNN_M_B_art10110_nat00097_11568,4.png,4_gt.png,1,0,ela_4.png
Au_ani_30695,2.png,,0,0,ela_2.png
Au_pla_30350,4.png,,0,0,ela_4.png
Au_arc_30715,2.png,,0,0,ela_2.png
Au_arc_30311,2.png,,0,0,ela_2.png
Au_cha_00087,1.png,,0,0,ela_1.png
Au_pla_30036,2.png,,0,0,ela_2.png
Au_ani_30497,3.png,,0,0,ela_3.png
Au_sec_00070,0.png,,0,0,ela_0.png
Tp_D_NRN_M_B_sec00002_nat10123_11396,0.png,0_gt.png,1,0,ela_0.png
Au_ani_30339,3.png,,0,0,ela_3.png
Tp_S_NNN_S_B_nat00013_nat00013_00939,1.png,1_gt.png,1,0,ela_1.png
Au_art_30003,2.png,,0,0,ela_2.png
Tp_D_CRN_M_N_txt00017_txt00063_10836,0.png,0_gt.png,1,0,ela_0.png
Au_pla_30700,3.png,,0,0,ela_3.png
Au_sec_30085,0.png,,0,0,ela_0.png
Tp_D_NRN_S_N_ani00050_ani00051_11132,0.png,0_gt.png,1,0,ela_0.png
Au_arc_30056,2.png,,0,0,ela_2.png
Au_nat_30532,3.png,,0,0,ela_3.png
Au_nat_30015,1.png,,0,0,ela_1.png
Tp_D_NRN_M_N_art00098_art00062_10518,0.png,0_gt.png,1,0,ela_0.png
Au_arc_30355,1.png,,0,0,ela_1.png
Au_ind_20027,3.png,,0,0,ela_3.png
Au_arc_20006,4.png,,0,0,ela_4.png
Au_arc_30561,1.png,,0,0,ela_1.png
Tp_D_NRN_M_N_nat10144_nat00059_11969,4.png,4_gt.png,1,0,ela_4.png
Tp_S_NRD_S_B_sec00089_sec00089_01435,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NND_S_N_sec20029_sec20029_01619,0.png,0_gt.png,1,0,ela_0.png
Au_arc_30681,2.png,,0,0,ela_2.png
Au_art_30396,2.png,,0,0,ela_2.png
Au_ind_30108,4.png,,0,0,ela_4.png
Au_nat_30013,1.png,,0,0,ela_1.png
Au_pla_10127,4.png,,0,0,ela_4.png
Au_arc_30300,4.png,,0,0,ela_4.png
Tp_S_NRN_S_N_cha00039_cha00039_11013,0.png,0_gt.png,1,0,ela_0.png
Au_ind_30047,3.png,,0,0,ela_3.png
Au_cha_30238,4.png,,0,0,ela_4.png
Au_nat_30095,3.png,,0,0,ela_3.png
Au_ind_10101,1.png,,0,0,ela_1.png
Au_nat_30156,4.png,,0,0,ela_4.png
Tp_S_CNN_S_N_txt00028_txt00028_01269,1.png,1_gt.png,1,0,ela_1.png
Au_arc_20002,2.png,,0,0,ela_2.png
Au_pla_30489,2.png,,0,0,ela_2.png
Au_cha_30184,3.png,,0,0,ela_3.png
Au_arc_30712,0.png,,0,0,ela_0.png
Au_pla_10114,4.png,,0,0,ela_4.png
Au_nat_30035,1.png,,0,0,ela_1.png
Au_cha_00003,4.png,,0,0,ela_4.png
Tp_D_NRN_S_B_nat20041_arc20055_02238,4.png,4_gt.png,1,0,ela_4.png
Tp_D_NRD_S_B_ani20039_nat20042_02443,5.png,5_gt.png,1,0,ela_5.png
Au_pla_00004,4.png,,0,0,ela_4.png
Au_cha_30337,2.png,,0,0,ela_2.png
Au_ani_30355,3.png,,0,0,ela_3.png
Au_ani_00091,3.png,,0,0,ela_3.png
Au_pla_30084,2.png,,0,0,ela_2.png
Au_cha_30591,0.png,,0,0,ela_0.png
Au_ani_30455,1.png,,0,0,ela_1.png
Au_sec_30612,0.png,,0,0,ela_0.png
Au_arc_30380,0.png,,0,0,ela_0.png
Tp_D_CRN_M_N_nat10154_nat10138_12076,8.png,8_gt.png,1,0,ela_8.png
Tp_D_CRN_S_N_ani10121_sec00098_11615,1.png,1_gt.png,1,0,ela_1.png
Tp_D_NRN_M_N_nat10140_nat10138_11955,5.png,5_gt.png,1,0,ela_5.png
Au_cha_30006,4.png,,0,0,ela_4.png
Au_art_30288,2.png,,0,0,ela_2.png
Au_pla_00069,0.png,,0,0,ela_0.png
Au_sec_30708,3.png,,0,0,ela_3.png
Au_art_30544,4.png,,0,0,ela_4.png
Au_pla_30467,0.png,,0,0,ela_0.png
Au_arc_30221,1.png,,0,0,ela_1.png
Au_art_10107,1.png,,0,0,ela_1.png
Au_ani_30733,0.png,,0,0,ela_0.png
Tp_S_NRN_M_N_cha10208_cha10208_12338,11.png,11_gt.png,1,0,ela_11.png
Au_sec_20051,1.png,,0,0,ela_1.png
Au_sec_30225,4.png,,0,0,ela_4.png
Au_ani_30234,2.png,,0,0,ela_2.png
Au_art_00003,0.png,,0,0,ela_0.png
Au_arc_30831,0.png,,0,0,ela_0.png
Au_ani_10115,3.png,,0,0,ela_3.png
Tp_S_NNN_S_N_pla20008_pla20008_01908,0.png,0_gt.png,1,0,ela_0.png
Au_nat_30186,4.png,,0,0,ela_4.png
Au_cha_00092,3.png,,0,0,ela_3.png
Au_art_30666,2.png,,0,0,ela_2.png
Au_sec_30318,4.png,,0,0,ela_4.png
Au_sec_30156,1.png,,0,0,ela_1.png
Au_arc_30222,0.png,,0,0,ela_0.png
Tp_S_NND_S_N_sec20025_sec20025_01615,3.png,3_gt.png,1,0,ela_3.png
Tp_S_NNN_S_N_arc20066_arc20066_01706,0.png,0_gt.png,1,0,ela_0.png
Au_arc_30488,3.png,,0,0,ela_3.png
Au_sec_30427,1.png,,0,0,ela_1.png
Au_cha_30645,3.png,,0,0,ela_3.png
Tp_S_CNN_M_N_pla00042_pla00042_10976,0.png,0_gt.png,1,0,ela_0.png
Au_cha_30472,3.png,,0,0,ela_3.png
Au_ani_20035,3.png,,0,0,ela_3.png
Au_ani_30019,1.png,,0,0,ela_1.png
Au_ani_30030,4.png,,0,0,ela_4.png
Au_cha_30549,0.png,,0,0,ela_0.png
Au_sec_30419,3.png,,0,0,ela_3.png
Au_sec_30244,0.png,,0,0,ela_0.png
Tp_D_NRD_S_B_nat20029_nat20012_02229,5.png,5_gt.png,1,0,ela_5.png
Au_pla_30089,1.png,,0,0,ela_1.png
Au_ani_10186,0.png,,0,0,ela_0.png
Au_cha_30506,2.png,,0,0,ela_2.png
Au_arc_30255,1.png,,0,0,ela_1.png
Au_arc_30839,2.png,,0,0,ela_2.png
Au_sec_30523,4.png,,0,0,ela_4.png
Tp_S_CNN_S_N_cha10118_cha10118_12196,2.png,2_gt.png,1,0,ela_2.png
Au_cha_30212,0.png,,0,0,ela_0.png
Au_txt_00076,4.png,,0,0,ela_4.png
Au_cha_30440,3.png,,0,0,ela_3.png
Au_arc_30559,4.png,,0,0,ela_4.png
Au_art_30145,3.png,,0,0,ela_3.png
Au_arc_30817,3.png,,0,0,ela_3.png
Tp_D_NRN_S_N_arc00062_art00025_11492,1.png,1_gt.png,1,0,ela_1.png
Au_arc_30034,2.png,,0,0,ela_2.png
Au_sec_30071,0.png,,0,0,ela_0.png
Tp_S_NRN_S_N_ind00040_ind00040_00451,1.png,1_gt.png,1,0,ela_1.png
Au_arc_30726,0.png,,0,0,ela_0.png
Tp_D_NRN_M_N_art10115_cha00063_11528,2.png,2_gt.png,1,0,ela_2.png
Au_arc_30137,4.png,,0,0,ela_4.png
Au_nat_30668,2.png,,0,0,ela_2.png
Tp_S_CNN_M_N_txt10107_txt10107_10867,4.png,4_gt.png,1,0,ela_4.png
Au_arc_20097,4.png,,0,0,ela_4.png
Au_art_30498,4.png,,0,0,ela_4.png
Au_sec_30691,0.png,,0,0,ela_0.png
Au_arc_30522,4.png,,0,0,ela_4.png
Tp_D_NRN_S_B_sec00063_cha00001_00084,0.png,0_gt.png,1,0,ela_0.png
Au_sec_30666,4.png,,0,0,ela_4.png
Au_sec_20028,2.png,,0,0,ela_2.png
Tp_S_NNN_S_N_cha00008_cha00008_00840,1.png,1_gt.png,1,0,ela_1.png
Au_ani_10118,3.png,,0,0,ela_3.png
Tp_D_NRN_S_N_nat00020_ani00005_00638,1.png,1_gt.png,1,0,ela_1.png
Au_ani_30041,1.png,,0,0,ela_1.png
Au_sec_30339,2.png,,0,0,ela_2.png
Au_ani_30682,4.png,,0,0,ela_4.png
Tp_S_NRN_S_N_cha10207_cha10207_12340,1.png,1_gt.png,1,0,ela_1.png
Au_sec_30438,4.png,,0,0,ela_4.png
Tp_D_NNN_M_N_cha10166_nat10156_12272,2.png,2_gt.png,1,0,ela_2.png
Au_nat_30494,2.png,,0,0,ela_2.png
Au_nat_20038,2.png,,0,0,ela_2.png
Au_ani_30498,0.png,,0,0,ela_0.png
Au_ani_00038,1.png,,0,0,ela_1.png
Au_cha_30650,4.png,,0,0,ela_4.png
Au_arc_00030,3.png,,0,0,ela_3.png
Au_cha_30422,3.png,,0,0,ela_3.png
Tp_S_NNN_S_N_art10112_art10112_11559,0.png,0_gt.png,1,0,ela_0.png
Au_arc_30419,1.png,,0,0,ela_1.png
Au_pla_30296,2.png,,0,0,ela_2.png
Tp_S_NNN_S_N_pla00011_pla00011_01133,0.png,0_gt.png,1,0,ela_0.png
Au_cha_30483,3.png,,0,0,ela_3.png
Au_ani_30157,0.png,,0,0,ela_0.png
Au_sec_30595,4.png,,0,0,ela_4.png
Au_ani_30397,1.png,,0,0,ela_1.png
Au_arc_30648,4.png,,0,0,ela_4.png
Au_arc_00061,4.png,,0,0,ela_4.png
Au_art_30133,0.png,,0,0,ela_0.png
Tp_S_NRN_S_N_arc20007_arc20007_02200,1.png,1_gt.png,1,0,ela_1.png
Tp_D_NNN_S_N_ani20016_ani20017_02059,1.png,1_gt.png,1,0,ela_1.png
Tp_S_NNN_S_N_ani00006_ani00006_00833,1.png,1_gt.png,1,0,ela_1.png
Au_ani_30261,2.png,,0,0,ela_2.png
Au_pla_30673,3.png,,0,0,ela_3.png
Au_ani_30225,4.png,,0,0,ela_4.png
Au_nat_10132,4.png,,0,0,ela_4.png
Au_art_30484,3.png,,0,0,ela_3.png
Au_cha_10209,0.png,,0,0,ela_0.png
Au_nat_30082,0.png,,0,0,ela_0.png
Au_ani_30374,2.png,,0,0,ela_2.png
Au_ani_30729,4.png,,0,0,ela_4.png
Au_art_30408,0.png,,0,0,ela_0.png
Au_nat_30001,3.png,,0,0,ela_3.png
Tp_D_NRN_M_N_nat10138_nat00095_11940,6.png,6_gt.png,1,0,ela_6.png
Tp_S_NRN_S_N_art00090_art00090_10282,0.png,0_gt.png,1,0,ela_0.png
Au_arc_30691,0.png,,0,0,ela_0.png
Tp_S_NNN_S_N_pla00100_pla00100_00933,3.png,3_gt.png,1,0,ela_3.png
Au_ani_30107,3.png,,0,0,ela_3.png
Tp_S_NNN_S_N_arc20017_arc20017_01470,0.png,0_gt.png,1,0,ela_0.png
Au_ani_30181,4.png,,0,0,ela_4.png
Au_cha_30051,2.png,,0,0,ela_2.png
Tp_S_NNN_S_N_art00024_art00024_01211,3.png,3_gt.png,1,0,ela_3.png
Au_cha_30200,0.png,,0,0,ela_0.png
Au_pla_30216,0.png,,0,0,ela_0.png
Au_nat_30164,0.png,,0,0,ela_0.png
Tp_D_NRD_M_O_sec20091_sec20085_01681,8.png,8_gt.png,1,0,ela_8.png
Tp_D_CRN_M_N_cha00050_cha00026_11787,0.png,0_gt.png,1,0,ela_0.png
Au_ind_20030,0.png,,0,0,ela_0.png
Tp_D_CRN_M_N_nat00084_nat00033_10072,1.png,1_gt.png,1,0,ela_1.png
Au_nat_30554,0.png,,0,0,ela_0.png
Tp_S_CNN_L_N_txt00095_txt00095_10164,1.png,1_gt.png,1,0,ela_1.png
Tp_S_NNN_S_N_art10002_art10002_20040,0.png,0_gt.png,1,0,ela_0.png
Tp_S_CNN_S_N_art00083_art00083_00533,1.png,1_gt.png,1,0,ela_1.png
Tp_S_NNN_S_N_ind00050_ind00050_00901,0.png,0_gt.png,1,0,ela_0.png
Au_txt_00039,4.png,,0,0,ela_4.png
Au_art_30181,3.png,,0,0,ela_3.png
Au_ind_30174,2.png,,0,0,ela_2.png
Au_arc_00019,4.png,,0,0,ela_4.png
Tp_D_NRN_M_N_art00012_art00014_11815,0.png,0_gt.png,1,0,ela_0.png
Au_arc_00061,3.png,,0,0,ela_3.png
Tp_S_NND_S_N_cha10144_cha10144_12231,1.png,1_gt.png,1,0,ela_1.png
Au_nat_30080,4.png,,0,0,ela_4.png
Au_nat_10103,3.png,,0,0,ela_3.png
Tp_S_NNN_S_N_ind00043_ind00043_00452,0.png,0_gt.png,1,0,ela_0.png
Au_sec_20019,4.png,,0,0,ela_4.png
Tp_D_NRN_M_B_cha10162_nat10142_12254,2.png,2_gt.png,1,0,ela_2.png
Au_arc_30065,4.png,,0,0,ela_4.png
Au_art_30015,2.png,,0,0,ela_2.png
Au_sec_20097,4.png,,0,0,ela_4.png
Au_nat_00046,3.png,,0,0,ela_3.png
Au_cha_30680,1.png,,0,0,ela_1.png
Tp_S_NNN_S_N_sec00020_sec00020_00761,1.png,1_gt.png,1,0,ela_1.png
Au_art_30427,3.png,,0,0,ela_3.png
Au_cha_30367,4.png,,0,0,ela_4.png
Au_pla_00010,0.png,,0,0,ela_0.png
Au_ani_30744,0.png,,0,0,ela_0.png
Au_cha_30613,3.png,,0,0,ela_3.png
Au_arc_00022,0.png,,0,0,ela_0.png
Tp_D_NRN_S_B_ind00057_ind00018_00463,0.png,0_gt.png,1,0,ela_0.png
Au_sec_00100,0.png,,0,0,ela_0.png
Au_art_00063,3.png,,0,0,ela_3.png
Au_art_30197,1.png,,0,0,ela_1.png
Tp_D_CRN_M_N_art00067_nat10122_11806,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NNN_S_N_txt00060_txt00060_01282,3.png,3_gt.png,1,0,ela_3.png
Tp_D_NRN_M_N_nat10148_nat10142_12125,13.png,13_gt.png,1,0,ela_13.png
Au_ani_30033,3.png,,0,0,ela_3.png
Au_ani_30225,0.png,,0,0,ela_0.png
Tp_S_CNN_S_N_arc00067_arc00067_10251,0.png,0_gt.png,1,0,ela_0.png
Au_arc_30829,1.png,,0,0,ela_1.png
Au_sec_30263,2.png,,0,0,ela_2.png
Au_art_30270,2.png,,0,0,ela_2.png
Au_cha_30125,2.png,,0,0,ela_2.png
Tp_D_NRN_M_N_nat10145_cha00070_11991,2.png,2_gt.png,1,0,ela_2.png
Au_art_30391,1.png,,0,0,ela_1.png
Au_art_30492,0.png,,0,0,ela_0.png
Au_arc_00070,3.png,,0,0,ela_3.png
Au_ani_30642,0.png,,0,0,ela_0.png
Au_cha_30225,4.png,,0,0,ela_4.png
Au_cha_00074,4.png,,0,0,ela_4.png
Tp_S_NNN_S_N_nat20036_nat20036_01540,1.png,1_gt.png,1,0,ela_1.png
Au_pla_30160,2.png,,0,0,ela_2.png
Au_ind_30022,1.png,,0,0,ela_1.png
Au_art_10011,1.png,,0,0,ela_1.png
Au_pla_30350,2.png,,0,0,ela_2.png
Au_sec_30042,0.png,,0,0,ela_0.png
Au_art_30323,0.png,,0,0,ela_0.png
Au_nat_20084,2.png,,0,0,ela_2.png
Au_nat_30419,3.png,,0,0,ela_3.png
Au_nat_30656,4.png,,0,0,ela_4.png
Tp_D_NRN_M_N_nat10122_nat00097_11337,2.png,2_gt.png,1,0,ela_2.png
Au_pla_00032,4.png,,0,0,ela_4.png
Tp_D_NRN_S_N_nat10138_arc10125_11941,1.png,1_gt.png,1,0,ela_1.png
Au_cha_10155,1.png,,0,0,ela_1.png
Au_art_30537,2.png,,0,0,ela_2.png
Tp_D_NNN_S_N_sec00011_cha00050_00370,0.png,0_gt.png,1,0,ela_0.png
Au_pla_30243,0.png,,0,0,ela_0.png
Au_nat_10112,3.png,,0,0,ela_3.png
Au_sec_00072,3.png,,0,0,ela_3.png
Au_nat_00086,4.png,,0,0,ela_4.png
Au_art_30065,0.png,,0,0,ela_0.png
Au_arc_10120,2.png,,0,0,ela_2.png
Au_cha_30356,1.png,,0,0,ela_1.png
Tp_D_NNN_M_O_sec00039_nat00001_00060,1.png,1_gt.png,1,0,ela_1.png
Au_sec_30081,2.png,,0,0,ela_2.png
Au_sec_30612,4.png,,0,0,ela_4.png
Au_pla_30374,0.png,,0,0,ela_0.png
Tp_S_NNN_S_N_art00024_art00024_01211,2.png,2_gt.png,1,0,ela_2.png
Au_cha_30653,4.png,,0,0,ela_4.png
Au_nat_30712,0.png,,0,0,ela_0.png
Au_sec_30435,2.png,,0,0,ela_2.png
Au_art_20089,3.png,,0,0,ela_3.png
Au_nat_00075,3.png,,0,0,ela_3.png
Tp_D_NRD_S_N_cha00091_ani00058_00411,2.png,2_gt.png,1,0,ela_2.png
Tp_S_NNN_S_N_arc00005_arc00005_01105,0.png,0_gt.png,1,0,ela_0.png
Au_ani_30476,0.png,,0,0,ela_0.png
Au_art_30143,4.png,,0,0,ela_4.png
Tp_D_NRN_M_N_txt10112_nat10103_10110,1.png,1_gt.png,1,0,ela_1.png
Au_art_20094,1.png,,0,0,ela_1.png
Tp_D_NRN_M_O_art10108_cha00063_11633,0.png,0_gt.png,1,0,ela_0.png
Au_art_30393,2.png,,0,0,ela_2.png
Tp_S_CNN_S_N_ani00079_ani00079_00821,1.png,1_gt.png,1,0,ela_1.png
Tp_S_CRN_M_N_ind00027_ind00027_10396,1.png,1_gt.png,1,0,ela_1.png
Au_pla_30697,4.png,,0,0,ela_4.png
Tp_D_NRN_S_N_sec00010_ind00098_10855,1.png,1_gt.png,1,0,ela_1.png
Au_ind_30007,4.png,,0,0,ela_4.png
Au_ani_30675,2.png,,0,0,ela_2.png
Au_art_30425,0.png,,0,0,ela_0.png
Au_arc_20001,1.png,,0,0,ela_1.png
Au_pla_30671,0.png,,0,0,ela_0.png
Tp_D_CND_M_N_art00077_art00076_10290,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NNN_S_B_ani00044_ani00044_00164,3.png,3_gt.png,1,0,ela_3.png
Au_nat_30428,4.png,,0,0,ela_4.png
Au_art_20056,4.png,,0,0,ela_4.png
Tp_S_NNN_S_N_pla00033_pla00033_00568,6.png,6_gt.png,1,0,ela_6.png
Tp_S_NRN_M_N_arc10125_arc10125_11887,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NRD_S_N_sec00017_sec00017_00772,0.png,0_gt.png,1,0,ela_0.png
Au_sec_30312,0.png,,0,0,ela_0.png
Au_nat_10110,4.png,,0,0,ela_4.png
Tp_D_NRN_S_N_ind00008_art00009_00426,1.png,1_gt.png,1,0,ela_1.png
Tp_S_NRN_S_B_arc10107_arc10107_11166,0.png,0_gt.png,1,0,ela_0.png
Au_arc_30109,0.png,,0,0,ela_0.png
Au_ani_30249,3.png,,0,0,ela_3.png
Tp_S_CRN_M_O_ind00064_ind00064_10686,0.png,0_gt.png,1,0,ela_0.png
Au_sec_00042,4.png,,0,0,ela_4.png
Au_arc_20077,2.png,,0,0,ela_2.png
Au_sec_30079,3.png,,0,0,ela_3.png
Au_arc_30098,0.png,,0,0,ela_0.png
Tp_S_NNN_S_B_ind00030_ind00030_20115,1.png,1_gt.png,1,0,ela_1.png
Tp_S_NNN_S_B_arc00070_arc00070_01057,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NNN_S_N_art10010_art10010_20093,4.png,4_gt.png,1,0,ela_4.png
Au_pla_10120,4.png,,0,0,ela_4.png
Tp_S_NRD_S_B_arc00065_arc00065_01061,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NRN_S_N_nat20051_nat20051_01555,0.png,0_gt.png,1,0,ela_0.png
Au_art_00012,2.png,,0,0,ela_2.png
Au_pla_20086,0.png,,0,0,ela_0.png
Au_arc_30838,1.png,,0,0,ela_1.png
Au_nat_20002,2.png,,0,0,ela_2.png
Au_ani_00004,3.png,,0,0,ela_3.png
Au_ani_30758,4.png,,0,0,ela_4.png
Au_art_30205,1.png,,0,0,ela_1.png
Au_sec_30442,1.png,,0,0,ela_1.png
Tp_D_CRN_S_N_cha00053_art00014_11817,1.png,1_gt.png,1,0,ela_1.png
Au_pla_30458,4.png,,0,0,ela_4.png
Au_cha_30328,2.png,,0,0,ela_2.png
Au_arc_30434,4.png,,0,0,ela_4.png
Tp_D_NNN_M_O_arc00041_nat00097_00261,3.png,3_gt.png,1,0,ela_3.png
Au_pla_20077,4.png,,0,0,ela_4.png
Au_pla_00087,3.png,,0,0,ela_3.png
Au_nat_30529,2.png,,0,0,ela_2.png
Au_art_30248,1.png,,0,0,ela_1.png
