image_patch,mask_patch,label,fold,ela
Tp/Tp_S_NND_S_N_pla20021_pla20021_01921.tif,Gt/Tp_S_NND_S_N_pla20021_pla20021_01921_gt.png,1,6,Tp/Tp_S_NND_S_N_pla20021_pla20021_01921_ela.jpg
Tp/Tp_S_NNN_S_B_ind00002_ind00002_01302.tif,Gt/Tp_S_NNN_S_B_ind00002_ind00002_01302_gt.png,1,1,Tp/Tp_S_NNN_S_B_ind00002_ind00002_01302_ela.jpg
Tp/Tp_S_NNN_S_N_art00021_art00021_00922.tif,Gt/Tp_S_NNN_S_N_art00021_art00021_00922_gt.png,1,7,Tp/Tp_S_NNN_S_N_art00021_art00021_00922_ela.jpg
Tp/Tp_D_CRN_S_N_sec00058_art00002_00079.tif,Gt/Tp_D_CRN_S_N_sec00058_art00002_00079_gt.png,1,4,Tp/Tp_D_CRN_S_N_sec00058_art00002_00079_ela.jpg
Tp/Tp_D_CRN_S_N_ani00055_ani00019_11860.jpg,Gt/Tp_D_CRN_S_N_ani00055_ani00019_11860_gt.png,1,6,Tp/Tp_D_CRN_S_N_ani00055_ani00019_11860_ela.jpg
Tp/Tp_D_NRN_S_N_ind10104_pla00050_11551.jpg,Gt/Tp_D_NRN_S_N_ind10104_pla00050_11551_gt.png,1,6,Tp/Tp_D_NRN_S_N_ind10104_pla00050_11551_ela.jpg
Tp/Tp_D_NRN_S_N_sec00023_sec00022_10807.jpg,Gt/Tp_D_NRN_S_N_sec00023_sec00022_10807_gt.png,1,6,Tp/Tp_D_NRN_S_N_sec00023_sec00022_10807_ela.jpg
Tp/Tp_D_NRN_S_N_ind00087_pla00050_11776.jpg,Gt/Tp_D_NRN_S_N_ind00087_pla00050_11776_gt.png,1,7,Tp/Tp_D_NRN_S_N_ind00087_pla00050_11776_ela.jpg
Tp/Tp_D_NND_S_N_nat00015_cha00096_00634.tif,Gt/Tp_D_NND_S_N_nat00015_cha00096_00634_gt.png,1,7,Tp/Tp_D_NND_S_N_nat00015_cha00096_00634_ela.jpg
Tp/Tp_S_CRN_S_N_arc00062_arc00062_11495.jpg,Gt/Tp_S_CRN_S_N_arc00062_arc00062_11495_gt.png,1,1,Tp/Tp_S_CRN_S_N_arc00062_arc00062_11495_ela.jpg
Tp/Tp_S_NRN_S_N_ani10221_ani10221_12394.jpg,Gt/Tp_S_NRN_S_N_ani10221_ani10221_12394_gt.png,1,8,Tp/Tp_S_NRN_S_N_ani10221_ani10221_12394_ela.jpg
Tp/Tp_D_NRN_M_N_nat10110_cha00031_11367.jpg,Gt/Tp_D_NRN_M_N_nat10110_cha00031_11367_gt.png,1,1,Tp/Tp_D_NRN_M_N_nat10110_cha00031_11367_ela.jpg
Tp/Tp_S_CRN_S_N_ind00058_ind00058_10427.tif,Gt/Tp_S_CRN_S_N_ind00058_ind00058_10427_gt.png,1,8,Tp/Tp_S_CRN_S_N_ind00058_ind00058_10427_ela.jpg
Tp/Tp_S_NRN_S_N_cha00049_cha00049_11000.jpg,Gt/Tp_S_NRN_S_N_cha00049_cha00049_11000_gt.png,1,5,Tp/Tp_S_NRN_S_N_cha00049_cha00049_11000_ela.jpg
Tp/Tp_S_NNN_S_N_nat20047_nat20047_01551.tif,Gt/Tp_S_NNN_S_N_nat20047_nat20047_01551_gt.png,1,6,Tp/Tp_S_NNN_S_N_nat20047_nat20047_01551_ela.jpg
Tp/Tp_S_NNN_S_N_sec00095_sec00095_00754.tif,Gt/Tp_S_NNN_S_N_sec00095_sec00095_00754_gt.png,1,5,Tp/Tp_S_NNN_S_N_sec00095_sec00095_00754_ela.jpg
Tp/Tp_D_NRN_S_N_cha00028_ani10123_11686.jpg,Gt/Tp_D_NRN_S_N_cha00028_ani10123_11686_gt.png,1,5,Tp/Tp_D_NRN_S_N_cha00028_ani10123_11686_ela.jpg
Tp/Tp_S_CRD_S_N_txt00100_txt00100_01293.tif,Gt/Tp_S_CRD_S_N_txt00100_txt00100_01293_gt.png,1,5,Tp/Tp_S_CRD_S_N_txt00100_txt00100_01293_ela.jpg
Tp/Tp_S_NNN_S_N_sec00049_sec00049_00791.tif,Gt/Tp_S_NNN_S_N_sec00049_sec00049_00791_gt.png,1,0,Tp/Tp_S_NNN_S_N_sec00049_sec00049_00791_ela.jpg
Tp/Tp_S_CNN_S_N_nat20014_nat20014_02214.tif,Gt/Tp_S_CNN_S_N_nat20014_nat20014_02214_gt.png,1,9,Tp/Tp_S_CNN_S_N_nat20014_nat20014_02214_ela.jpg
Tp/Tp_S_CNN_S_N_arc00011_arc00011_01110.tif,Gt/Tp_S_CNN_S_N_arc00011_arc00011_01110_gt.png,1,0,Tp/Tp_S_CNN_S_N_arc00011_arc00011_01110_ela.jpg
Tp/Tp_S_NNN_S_N_art20027_art20027_01833.tif,Gt/Tp_S_NNN_S_N_art20027_art20027_01833_gt.png,1,2,Tp/Tp_S_NNN_S_N_art20027_art20027_01833_ela.jpg
Tp/Tp_D_NRN_S_B_nat20041_arc20055_02238.tif,Gt/Tp_D_NRN_S_B_nat20041_arc20055_02238_gt.png,1,3,Tp/Tp_D_NRN_S_B_nat20041_arc20055_02238_ela.jpg
Tp/Tp_S_NNN_S_N_pla00048_pla00048_00583.tif,Gt/Tp_S_NNN_S_N_pla00048_pla00048_00583_gt.png,1,8,Tp/Tp_S_NNN_S_N_pla00048_pla00048_00583_ela.jpg
Tp/Tp_D_NRN_S_N_nat10145_ani00085_11989.jpg,Gt/Tp_D_NRN_S_N_nat10145_ani00085_11989_gt.png,1,8,Tp/Tp_D_NRN_S_N_nat10145_ani00085_11989_ela.jpg
Tp/Tp_S_NRN_S_N_ind20028_ind20028_02283.tif,Gt/Tp_S_NRN_S_N_ind20028_ind20028_02283_gt.png,1,2,Tp/Tp_S_NRN_S_N_ind20028_ind20028_02283_ela.jpg
Tp/Tp_S_NRN_S_N_ind00015_ind00015_10919.jpg,Gt/Tp_S_NRN_S_N_ind00015_ind00015_10919_gt.png,1,0,Tp/Tp_S_NRN_S_N_ind00015_ind00015_10919_ela.jpg
Tp/Tp_S_NRN_S_N_pla00033_pla00033_01148.tif,Gt/Tp_S_NRN_S_N_pla00033_pla00033_01148_gt.png,1,0,Tp/Tp_S_NRN_S_N_pla00033_pla00033_01148_ela.jpg
Tp/Tp_S_NRN_S_B_art00076_art00076_01395.tif,Gt/Tp_S_NRN_S_B_art00076_art00076_01395_gt.png,1,8,Tp/Tp_S_NRN_S_B_art00076_art00076_01395_ela.jpg
Tp/Tp_S_NNN_S_N_sec00035_sec00035_00056.tif,Gt/Tp_S_NNN_S_N_sec00035_sec00035_00056_gt.png,1,5,Tp/Tp_S_NNN_S_N_sec00035_sec00035_00056_ela.jpg
Tp/Tp_S_CNN_S_N_cha10186_cha10186_12311.jpg,Gt/Tp_S_CNN_S_N_cha10186_cha10186_12311_gt.png,1,7,Tp/Tp_S_CNN_S_N_cha10186_cha10186_12311_ela.jpg
Tp/Tp_S_NNN_S_N_nat20083_nat20083_02459.tif,Gt/Tp_S_NNN_S_N_nat20083_nat20083_02459_gt.png,1,5,Tp/Tp_S_NNN_S_N_nat20083_nat20083_02459_ela.jpg
Tp/Tp_D_CRN_S_N_pla00006_pla00007_10942.jpg,Gt/Tp_D_CRN_S_N_pla00006_pla00007_10942_gt.png,1,6,Tp/Tp_D_CRN_S_N_pla00006_pla00007_10942_ela.jpg
Tp/Tp_S_CNN_S_N_ani00100_ani00100_01252.tif,Gt/Tp_S_CNN_S_N_ani00100_ani00100_01252_gt.png,1,5,Tp/Tp_S_CNN_S_N_ani00100_ani00100_01252_ela.jpg
Tp/Tp_S_NNN_S_N_nat00071_nat00071_00672.tif,Gt/Tp_S_NNN_S_N_nat00071_nat00071_00672_gt.png,1,7,Tp/Tp_S_NNN_S_N_nat00071_nat00071_00672_ela.jpg
Tp/Tp_D_NND_M_B_sec00077_txt00065_10388.tif,Gt/Tp_D_NND_M_B_sec00077_txt00065_10388_gt.png,1,0,Tp/Tp_D_NND_M_B_sec00077_txt00065_10388_ela.jpg
Tp/Tp_D_CNN_M_N_cha00026_cha00028_11784.jpg,Gt/Tp_D_CNN_M_N_cha00026_cha00028_11784_gt.png,1,6,Tp/Tp_D_CNN_M_N_cha00026_cha00028_11784_ela.jpg
Tp/Tp_S_NRN_S_N_nat20001_nat20001_02201.tif,Gt/Tp_S_NRN_S_N_nat20001_nat20001_02201_gt.png,1,6,Tp/Tp_S_NRN_S_N_nat20001_nat20001_02201_ela.jpg
Tp/Tp_D_CRN_S_N_txt00039_txt00041_10828.jpg,Gt/Tp_D_CRN_S_N_txt00039_txt00041_10828_gt.png,1,0,Tp/Tp_D_CRN_S_N_txt00039_txt00041_10828_ela.jpg
Tp/Tp_D_NNN_S_B_art00097_cha00047_01384.tif,Gt/Tp_D_NNN_S_B_art00097_cha00047_01384_gt.png,1,0,Tp/Tp_D_NNN_S_B_art00097_cha00047_01384_ela.jpg
Tp/Tp_S_NNN_S_N_arc20073_arc20073_02484.tif,Gt/Tp_S_NNN_S_N_arc20073_arc20073_02484_gt.png,1,9,Tp/Tp_S_NNN_S_N_arc20073_arc20073_02484_ela.jpg
Tp/Tp_D_NNN_M_N_txt00013_txt00019_10847.jpg,Gt/Tp_D_NNN_M_N_txt00013_txt00019_10847_gt.png,1,8,Tp/Tp_D_NNN_M_N_txt00013_txt00019_10847_ela.jpg
Tp/Tp_S_CNN_M_B_sec00092_sec00092_00112.tif,Gt/Tp_S_CNN_M_B_sec00092_sec00092_00112_gt.png,1,0,Tp/Tp_S_CNN_M_B_sec00092_sec00092_00112_ela.jpg
Tp/Tp_S_NRN_S_B_art00072_art00072_01015.tif,Gt/Tp_S_NRN_S_B_art00072_art00072_01015_gt.png,1,0,Tp/Tp_S_NRN_S_B_art00072_art00072_01015_ela.jpg
Tp/Tp_S_CNN_S_N_nat20049_nat20049_01553.tif,Gt/Tp_S_CNN_S_N_nat20049_nat20049_01553_gt.png,1,7,Tp/Tp_S_CNN_S_N_nat20049_nat20049_01553_ela.jpg
Tp/Tp_S_NNN_S_N_sec00093_sec00093_00756.tif,Gt/Tp_S_NNN_S_N_sec00093_sec00093_00756_gt.png,1,2,Tp/Tp_S_NNN_S_N_sec00093_sec00093_00756_ela.jpg
Tp/Tp_D_CRN_M_O_ani00065_ani00041_10036.tif,Gt/Tp_D_CRN_M_O_ani00065_ani00041_10036_gt.png,1,2,Tp/Tp_D_CRN_M_O_ani00065_ani00041_10036_ela.jpg
Tp/Tp_S_NNN_S_N_sec20038_sec20038_02449.tif,Gt/Tp_S_NNN_S_N_sec20038_sec20038_02449_gt.png,1,8,Tp/Tp_S_NNN_S_N_sec20038_sec20038_02449_ela.jpg
Tp/Tp_D_CRD_S_N_sec00037_art00028_00058.tif,Gt/Tp_D_CRD_S_N_sec00037_art00028_00058_gt.png,1,1,Tp/Tp_D_CRD_S_N_sec00037_art00028_00058_ela.jpg
Tp/Tp_S_NNN_S_N_arc00005_arc00005_01105.tif,Gt/Tp_S_NNN_S_N_arc00005_arc00005_01105_gt.png,1,7,Tp/Tp_S_NNN_S_N_arc00005_arc00005_01105_ela.jpg
Tp/Tp_S_CRN_M_N_arc10119_arc10119_10756.jpg,Gt/Tp_S_CRN_M_N_arc10119_arc10119_10756_gt.png,1,0,Tp/Tp_S_CRN_M_N_arc10119_arc10119_10756_ela.jpg
Tp/Tp_S_CRN_S_N_art00035_art00035_10468.tif,Gt/Tp_S_CRN_S_N_art00035_art00035_10468_gt.png,1,5,Tp/Tp_S_CRN_S_N_art00035_art00035_10468_ela.jpg
Tp/Tp_D_NRN_M_B_ind00053_cha00070_11480.jpg,Gt/Tp_D_NRN_M_B_ind00053_cha00070_11480_gt.png,1,7,Tp/Tp_D_NRN_M_B_ind00053_cha00070_11480_ela.jpg
Tp/Tp_D_NRN_M_N_nat10145_cha00070_11991.jpg,Gt/Tp_D_NRN_M_N_nat10145_cha00070_11991_gt.png,1,0,Tp/Tp_D_NRN_M_N_nat10145_cha00070_11991_ela.jpg
Tp/Tp_D_NNN_S_O_nat10148_nat10161_12120.jpg,Gt/Tp_D_NNN_S_O_nat10148_nat10161_12120_gt.png,1,5,Tp/Tp_D_NNN_S_O_nat10148_nat10161_12120_ela.jpg
Tp/Tp_D_NRN_S_N_ani00096_ani00098_11134.jpg,Gt/Tp_D_NRN_S_N_ani00096_ani00098_11134_gt.png,1,1,Tp/Tp_D_NRN_S_N_ani00096_ani00098_11134_ela.jpg
Tp/Tp_S_NRN_S_N_ind00012_ind00012_01310.tif,Gt/Tp_S_NRN_S_N_ind00012_ind00012_01310_gt.png,1,6,Tp/Tp_S_NRN_S_N_ind00012_ind00012_01310_ela.jpg
Tp/Tp_S_CRN_M_N_pla00092_pla00092_10608.jpg,Gt/Tp_S_CRN_M_N_pla00092_pla00092_10608_gt.png,1,6,Tp/Tp_S_CRN_M_N_pla00092_pla00092_10608_ela.jpg
Tp/Tp_S_NND_S_N_art20055_art20055_02330.tif,Gt/Tp_S_NND_S_N_art20055_art20055_02330_gt.png,1,6,Tp/Tp_S_NND_S_N_art20055_art20055_02330_ela.jpg
Tp/Tp_D_NNN_M_B_art10110_nat00097_11568.jpg,Gt/Tp_D_NNN_M_B_art10110_nat00097_11568_gt.png,1,4,Tp/Tp_D_NNN_M_B_art10110_nat00097_11568_ela.jpg
Tp/Tp_S_NRN_M_N_cha00067_cha00067_10319.tif,Gt/Tp_S_NRN_M_N_cha00067_cha00067_10319_gt.png,1,2,Tp/Tp_S_NRN_M_N_cha00067_cha00067_10319_ela.jpg
Tp/Tp_S_NRN_S_N_sec00067_sec00067_11255.jpg,Gt/Tp_S_NRN_S_N_sec00067_sec00067_11255_gt.png,1,3,Tp/Tp_S_NRN_S_N_sec00067_sec00067_11255_ela.jpg
Tp/Tp_S_NNN_M_N_arc00002_arc00002_11186.jpg,Gt/Tp_S_NNN_M_N_arc00002_arc00002_11186_gt.png,1,2,Tp/Tp_S_NNN_M_N_arc00002_arc00002_11186_ela.jpg
Tp/Tp_S_NNN_S_N_art00093_art00093_01251.tif,Gt/Tp_S_NNN_S_N_art00093_art00093_01251_gt.png,1,6,Tp/Tp_S_NNN_S_N_art00093_art00093_01251_ela.jpg
Tp/Tp_S_NNN_S_N_art00050_art00050_01024.tif,Gt/Tp_S_NNN_S_N_art00050_art00050_01024_gt.png,1,8,Tp/Tp_S_NNN_S_N_art00050_art00050_01024_ela.jpg
Tp/Tp_D_NRD_M_B_arc20061_xxx00000_02481.tif,Gt/Tp_D_NRD_M_B_arc20061_xxx00000_02481_gt.png,1,8,Tp/Tp_D_NRD_M_B_arc20061_xxx00000_02481_ela.jpg
Tp/Tp_S_NRN_S_B_ind20029_ind20029_02284.tif,Gt/Tp_S_NRN_S_B_ind20029_ind20029_02284_gt.png,1,1,Tp/Tp_S_NRN_S_B_ind20029_ind20029_02284_ela.jpg
Tp/Tp_S_NRN_M_N_arc00078_arc00078_11878.jpg,Gt/Tp_S_NRN_M_N_arc00078_arc00078_11878_gt.png,1,4,Tp/Tp_S_NRN_M_N_arc00078_arc00078_11878_ela.jpg
Tp/Tp_S_NRD_S_N_art20006_art20006_02498.tif,Gt/Tp_S_NRD_S_N_art20006_art20006_02498_gt.png,1,7,Tp/Tp_S_NRD_S_N_art20006_art20006_02498_ela.jpg
Tp/Tp_S_CNN_S_N_sec00008_sec00008_10800.jpg,Gt/Tp_S_CNN_S_N_sec00008_sec00008_10800_gt.png,1,1,Tp/Tp_S_CNN_S_N_sec00008_sec00008_10800_ela.jpg
Tp/Tp_D_NRN_S_B_pla00086_ani00058_00608.tif,Gt/Tp_D_NRN_S_B_pla00086_ani00058_00608_gt.png,1,5,Tp/Tp_D_NRN_S_B_pla00086_ani00058_00608_ela.jpg
Tp/Tp_S_CRN_S_N_art10109_art10109_11572.jpg,Gt/Tp_S_CRN_S_N_art10109_art10109_11572_gt.png,1,7,Tp/Tp_S_CRN_S_N_art10109_art10109_11572_ela.jpg
Tp/Tp_D_NRN_S_B_art00044_ind00098_00490.tif,Gt/Tp_D_NRN_S_B_art00044_ind00098_00490_gt.png,1,0,Tp/Tp_D_NRN_S_B_art00044_ind00098_00490_ela.jpg
Tp/Tp_S_NRN_S_B_art00019_art00019_01019.tif,Gt/Tp_S_NRN_S_B_art00019_art00019_01019_gt.png,1,1,Tp/Tp_S_NRN_S_B_art00019_art00019_01019_ela.jpg
Tp/Tp_S_NRN_S_N_ani10212_ani10212_12377.jpg,Gt/Tp_S_NRN_S_N_ani10212_ani10212_12377_gt.png,1,6,Tp/Tp_S_NRN_S_N_ani10212_ani10212_12377_ela.jpg
Tp/Tp_S_NNN_S_N_nat20005_nat20005_01509.tif,Gt/Tp_S_NNN_S_N_nat20005_nat20005_01509_gt.png,1,4,Tp/Tp_S_NNN_S_N_nat20005_nat20005_01509_ela.jpg
Tp/Tp_S_NND_S_N_ani20035_ani20035_02442.tif,Gt/Tp_S_NND_S_N_ani20035_ani20035_02442_gt.png,1,4,Tp/Tp_S_NND_S_N_ani20035_ani20035_02442_ela.jpg
Tp/Tp_S_CRD_M_N_sec00018_sec00018_10792.jpg,Gt/Tp_S_CRD_M_N_sec00018_sec00018_10792_gt.png,1,0,Tp/Tp_S_CRD_M_N_sec00018_sec00018_10792_ela.jpg
Tp/Tp_S_CNN_S_N_sec00066_sec00066_11257.jpg,Gt/Tp_S_CNN_S_N_sec00066_sec00066_11257_gt.png,1,5,Tp/Tp_S_CNN_S_N_sec00066_sec00066_11257_ela.jpg
Tp/Tp_S_NNN_S_N_pla00063_pla00063_01171.tif,Gt/Tp_S_NNN_S_N_pla00063_pla00063_01171_gt.png,1,2,Tp/Tp_S_NNN_S_N_pla00063_pla00063_01171_ela.jpg
Tp/Tp_S_NRD_S_N_ani00081_ani00081_00201.tif,Gt/Tp_S_NRD_S_N_ani00081_ani00081_00201_gt.png,1,4,Tp/Tp_S_NRD_S_N_ani00081_ani00081_00201_ela.jpg
Tp/Tp_D_NRN_S_B_art00078_art00068_01393.tif,Gt/Tp_D_NRN_S_B_art00078_art00068_01393_gt.png,1,5,Tp/Tp_D_NRN_S_B_art00078_art00068_01393_ela.jpg
Tp/Tp_D_NRN_M_N_cha10173_cha00070_12276.jpg,Gt/Tp_D_NRN_M_N_cha10173_cha00070_12276_gt.png,1,5,Tp/Tp_D_NRN_M_N_cha10173_cha00070_12276_ela.jpg
Tp/Tp_D_NRN_M_N_nat10156_cha00070_12011.jpg,Gt/Tp_D_NRN_M_N_nat10156_cha00070_12011_gt.png,1,6,Tp/Tp_D_NRN_M_N_nat10156_cha00070_12011_ela.jpg
Tp/Tp_D_NRN_S_B_cha00026_pla00009_00346.tif,Gt/Tp_D_NRN_S_B_cha00026_pla00009_00346_gt.png,1,1,Tp/Tp_D_NRN_S_B_cha00026_pla00009_00346_ela.jpg
Tp/Tp_S_NNN_S_N_ind20062_ind20062_01803.tif,Gt/Tp_S_NNN_S_N_ind20062_ind20062_01803_gt.png,1,6,Tp/Tp_S_NNN_S_N_ind20062_ind20062_01803_ela.jpg
Tp/Tp_S_CRN_S_N_art20002_art20002_02497.tif,Gt/Tp_S_CRN_S_N_art20002_art20002_02497_gt.png,1,6,Tp/Tp_S_CRN_S_N_art20002_art20002_02497_ela.jpg
Tp/Tp_S_NNN_S_B_sec20005_sec20005_01440.tif,Gt/Tp_S_NNN_S_B_sec20005_sec20005_01440_gt.png,1,2,Tp/Tp_S_NNN_S_B_sec20005_sec20005_01440_ela.jpg
Tp/Tp_S_NNN_S_N_arc20028_arc20028_02169.tif,Gt/Tp_S_NNN_S_N_arc20028_arc20028_02169_gt.png,1,0,Tp/Tp_S_NNN_S_N_arc20028_arc20028_02169_ela.jpg
Tp/Tp_S_NRN_S_N_art00043_art00043_01227.tif,Gt/Tp_S_NRN_S_N_art00043_art00043_01227_gt.png,1,9,Tp/Tp_S_NRN_S_N_art00043_art00043_01227_ela.jpg
Tp/Tp_S_NNN_S_N_cha20006_cha20006_02420.tif,Gt/Tp_S_NNN_S_N_cha20006_cha20006_02420_gt.png,1,1,Tp/Tp_S_NNN_S_N_cha20006_cha20006_02420_ela.jpg
Tp/Tp_S_NNN_M_N_art00061_art00061_10520.tif,Gt/Tp_S_NNN_M_N_art00061_art00061_10520_gt.png,1,3,Tp/Tp_S_NNN_M_N_art00061_art00061_10520_ela.jpg
Tp/Tp_D_NRN_S_B_ind00054_cha00050_00460.tif,Gt/Tp_D_NRN_S_B_ind00054_cha00050_00460_gt.png,1,6,Tp/Tp_D_NRN_S_B_ind00054_cha00050_00460_ela.jpg
Tp/Tp_S_CRD_S_N_pla10003_pla10003_20098.jpg,Gt/Tp_S_CRD_S_N_pla10003_pla10003_20098_gt.png,1,2,Tp/Tp_S_CRD_S_N_pla10003_pla10003_20098_ela.jpg
Tp/Tp_S_NNN_S_B_ani00030_ani00030_00150.tif,Gt/Tp_S_NNN_S_B_ani00030_ani00030_00150_gt.png,1,4,Tp/Tp_S_NNN_S_B_ani00030_ani00030_00150_ela.jpg
Tp/Tp_S_NNN_S_N_txt00088_txt00088_01296.tif,Gt/Tp_S_NNN_S_N_txt00088_txt00088_01296_gt.png,1,6,Tp/Tp_S_NNN_S_N_txt00088_txt00088_01296_ela.jpg
Tp/Tp_S_NNN_S_N_cha20035_cha20035_02034.tif,Gt/Tp_S_NNN_S_N_cha20035_cha20035_02034_gt.png,1,6,Tp/Tp_S_NNN_S_N_cha20035_cha20035_02034_ela.jpg
Tp/Tp_D_NRN_S_N_cha10128_nat10114_12180.jpg,Gt/Tp_D_NRN_S_N_cha10128_nat10114_12180_gt.png,1,0,Tp/Tp_D_NRN_S_N_cha10128_nat10114_12180_ela.jpg
Tp/Tp_S_NNN_S_N_sec00008_sec00008_10801.jpg,Gt/Tp_S_NNN_S_N_sec00008_sec00008_10801_gt.png,1,5,Tp/Tp_S_NNN_S_N_sec00008_sec00008_10801_ela.jpg
Tp/Tp_D_NNN_S_N_art00045_cha00023_01409.tif,Gt/Tp_D_NNN_S_N_art00045_cha00023_01409_gt.png,1,8,Tp/Tp_D_NNN_S_N_art00045_cha00023_01409_ela.jpg
Tp/Tp_D_NRN_M_N_ani10216_ani10215_12387.jpg,Gt/Tp_D_NRN_M_N_ani10216_ani10215_12387_gt.png,1,8,Tp/Tp_D_NRN_M_N_ani10216_ani10215_12387_ela.jpg
Tp/Tp_S_CRN_S_N_art00040_art00040_10462.tif,Gt/Tp_S_CRN_S_N_art00040_art00040_10462_gt.png,1,9,Tp/Tp_S_CRN_S_N_art00040_art00040_10462_ela.jpg
Tp/Tp_S_NNN_S_N_ind00087_ind00087_01371.tif,Gt/Tp_S_NNN_S_N_ind00087_ind00087_01371_gt.png,1,3,Tp/Tp_S_NNN_S_N_ind00087_ind00087_01371_ela.jpg
Tp/Tp_D_NRN_S_N_pla10122_pla00020_11604.jpg,Gt/Tp_D_NRN_S_N_pla10122_pla00020_11604_gt.png,1,6,Tp/Tp_D_NRN_S_N_pla10122_pla00020_11604_ela.jpg
Tp/Tp_S_NNN_S_N_ani10149_ani10149_12492.jpg,Gt/Tp_S_NNN_S_N_ani10149_ani10149_12492_gt.png,1,7,Tp/Tp_S_NNN_S_N_ani10149_ani10149_12492_ela.jpg
