image_path,class_id,label
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)128.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)13.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)130.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)131.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)132.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)133.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)134.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)135.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)136.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)137.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)138.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)139.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)14.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)140.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)141.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)142.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)143.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)145.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)146.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)147.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)148.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)149.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)15.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)150.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)151.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)152.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)153.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)154.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)155.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)156.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)157.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)158.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)159.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)113.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)129.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)144.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)16.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)175.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)190.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)205.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)220.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)236.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)251.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)267.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)34.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)5.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)65.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)80.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)160.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)161.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)162.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)163.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)164.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)165.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)166.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)167.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)168.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)169.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)17.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)170.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)171.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)172.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)173.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)174.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)176.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)177.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)178.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)179.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)18.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)180.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)181.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)182.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)183.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)184.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)185.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)186.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)187.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)188.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)189.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)19.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)191.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)192.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)193.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)194.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)195.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)196.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)197.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)198.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)199.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)2.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)20.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)200.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)201.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)202.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)203.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)204.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)206.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)207.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)208.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)209.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)21.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)210.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)211.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)212.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)213.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)214.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)215.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)216.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)217.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)218.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)219.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)22.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)221.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)222.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)223.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)224.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)225.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)226.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)227.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)228.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)229.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)23.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)230.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)231.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)232.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)233.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)234.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)235.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)237.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)238.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)239.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)24.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)240.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)241.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)242.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)243.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)244.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)245.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)246.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)247.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)248.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)249.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)25.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)250.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)252.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)253.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)254.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)255.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)256.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)257.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)258.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)259.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)26.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)260.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)261.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)262.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)263.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)264.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)265.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)266.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)268.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)269.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)27.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)270.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)271.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)272.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)273.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)274.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)275.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)28.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)29.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)3.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)30.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)31.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)32.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)33.jpg,HTC-1-M7,0
Image_Manipulation_Dataset/sp-society-camera-model-identification/train/train/HTC-1-M7/(HTC-1-M7)35.jpg,HTC-1-M7,0
