image,label,mask,fold,root_dir,feature
Tp/Tp_S_NNN_S_N_sec20060_sec20060_01650.tif,1,Gt/Tp_S_NNN_S_N_sec20060_sec20060_01650_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_sec20060_sec20060_01650.pt
Tp/Tp_S_NNN_S_N_art00020_art00020_01426.tif,1,Gt/Tp_S_NNN_S_N_art00020_art00020_01426_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_art00020_art00020_01426.pt
Au/Au_art_00089.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_00089.pt
Au/Au_nat_30308.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_nat_30308.pt
Tp/Tp_S_NNN_S_N_ind20035_ind20035_01776.tif,1,Gt/Tp_S_NNN_S_N_ind20035_ind20035_01776_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_ind20035_ind20035_01776.pt
Au/Au_nat_20045.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_nat_20045.pt
Au/Au_cha_30107.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30107.pt
Au/Au_pla_30644.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_30644.pt
Tp/Tp_S_NND_S_N_ani00048_ani00048_00168.tif,1,Gt/Tp_S_NND_S_N_ani00048_ani00048_00168_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NND_S_N_ani00048_ani00048_00168.pt
Tp/Tp_S_NNN_S_N_arc00092_arc00092_00312.tif,1,Gt/Tp_S_NNN_S_N_arc00092_arc00092_00312_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_arc00092_arc00092_00312.pt
Tp/Tp_S_CNN_S_N_ind00046_ind00046_10889.jpg,1,Gt/Tp_S_CNN_S_N_ind00046_ind00046_10889_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CNN_S_N_ind00046_ind00046_10889.pt
Au/Au_txt_00091.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_txt_00091.pt
Au/Au_art_30474.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30474.pt
Au/Au_ani_30375.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30375.pt
Au/Au_pla_30310.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_30310.pt
Tp/Tp_S_NRD_S_B_ani00046_ani00046_01259.tif,1,Gt/Tp_S_NRD_S_B_ani00046_ani00046_01259_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NRD_S_B_ani00046_ani00046_01259.pt
Au/Au_arc_30827.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_arc_30827.pt
Au/Au_ani_30644.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30644.pt
Tp/Tp_S_NNN_M_N_nat00042_nat00042_11070.jpg,1,Gt/Tp_S_NNN_M_N_nat00042_nat00042_11070_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_M_N_nat00042_nat00042_11070.pt
Au/Au_art_30033.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30033.pt
Au/Au_ani_30508.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30508.pt
Au/Au_pla_30516.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_30516.pt
Au/Au_ani_30409.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30409.pt
Tp/Tp_S_NNN_S_N_arc00044_arc00044_01081.tif,1,Gt/Tp_S_NNN_S_N_arc00044_arc00044_01081_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_arc00044_arc00044_01081.pt
Au/Au_arc_30681.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_arc_30681.pt
Tp/Tp_S_NRN_S_N_ind00015_ind00015_10919.jpg,1,Gt/Tp_S_NRN_S_N_ind00015_ind00015_10919_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NRN_S_N_ind00015_ind00015_10919.pt
Tp/Tp_S_NRN_S_N_nat00041_nat00041_00960.tif,1,Gt/Tp_S_NRN_S_N_nat00041_nat00041_00960_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NRN_S_N_nat00041_nat00041_00960.pt
Au/Au_sec_20015.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_sec_20015.pt
Au/Au_ani_00068.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_00068.pt
Au/Au_txt_00044.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_txt_00044.pt
Au/Au_art_30297.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30297.pt
Tp/Tp_S_NNN_S_N_nat20066_nat20066_01570.tif,1,Gt/Tp_S_NNN_S_N_nat20066_nat20066_01570_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_nat20066_nat20066_01570.pt
Au/Au_ani_00050.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_00050.pt
Tp/Tp_S_NNN_M_N_ind10102_ind10102_11550.jpg,1,Gt/Tp_S_NNN_M_N_ind10102_ind10102_11550_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_M_N_ind10102_ind10102_11550.pt
Au/Au_pla_00069.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_00069.pt
Au/Au_cha_30128.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30128.pt
Au/Au_ani_30554.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30554.pt
Au/Au_art_30685.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30685.pt
Tp/Tp_S_NNN_S_N_arc20066_arc20066_02195.tif,1,Gt/Tp_S_NNN_S_N_arc20066_arc20066_02195_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_arc20066_arc20066_02195.pt
Au/Au_art_30465.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30465.pt
Tp/Tp_S_NNN_S_B_ani00060_ani00060_00180.tif,1,Gt/Tp_S_NNN_S_B_ani00060_ani00060_00180_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_B_ani00060_ani00060_00180.pt
Tp/Tp_D_CRN_M_O_pla10102_ani10104_10028.tif,1,Gt/Tp_D_CRN_M_O_pla10102_ani10104_10028_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_CRN_M_O_pla10102_ani10104_10028.pt
Au/Au_sec_30472.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_sec_30472.pt
Au/Au_pla_30297.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_30297.pt
Au/Au_pla_30488.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_30488.pt
Au/Au_pla_30163.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_30163.pt
Tp/Tp_S_NNN_S_N_ani00089_ani00089_00813.tif,1,Gt/Tp_S_NNN_S_N_ani00089_ani00089_00813_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_ani00089_ani00089_00813.pt
Au/Au_ani_30484.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30484.pt
Au/Au_ani_20047.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_20047.pt
Tp/Tp_D_NNN_M_N_art00049_cha00070_11790.jpg,1,Gt/Tp_D_NNN_M_N_art00049_cha00070_11790_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NNN_M_N_art00049_cha00070_11790.pt
Tp/Tp_D_NRN_S_N_ani10209_ani10214_12381.jpg,1,Gt/Tp_D_NRN_S_N_ani10209_ani10214_12381_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_S_N_ani10209_ani10214_12381.pt
Tp/Tp_D_NRN_S_N_cha00072_ani00098_00392.tif,1,Gt/Tp_D_NRN_S_N_cha00072_ani00098_00392_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_S_N_cha00072_ani00098_00392.pt
Tp/Tp_S_NNN_S_N_pla00064_pla00064_00595.tif,1,Gt/Tp_S_NNN_S_N_pla00064_pla00064_00595_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_pla00064_pla00064_00595.pt
Tp/Tp_S_CNN_S_N_txt00086_txt00086_11311.jpg,1,Gt/Tp_S_CNN_S_N_txt00086_txt00086_11311_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CNN_S_N_txt00086_txt00086_11311.pt
Tp/Tp_D_NNN_S_O_pla20092_arc20009_01992.tif,1,Gt/Tp_D_NNN_S_O_pla20092_arc20009_01992_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NNN_S_O_pla20092_arc20009_01992.pt
Tp/Tp_S_NRN_S_N_pla00018_pla00018_10995.jpg,1,Gt/Tp_S_NRN_S_N_pla00018_pla00018_10995_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NRN_S_N_pla00018_pla00018_10995.pt
Au/Au_art_30501.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30501.pt
Au/Au_ani_10157.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_10157.pt
Tp/Tp_D_CRD_S_O_ani10103_ani10111_10637.jpg,1,Gt/Tp_D_CRD_S_O_ani10103_ani10111_10637_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_CRD_S_O_ani10103_ani10111_10637.pt
Au/Au_nat_30023.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_nat_30023.pt
Tp/Tp_D_NNN_S_B_cha00022_arc00097_00342.tif,1,Gt/Tp_D_NNN_S_B_cha00022_arc00097_00342_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NNN_S_B_cha00022_arc00097_00342.pt
Tp/Tp_S_NNN_S_N_sec00086_sec00086_00106.tif,1,Gt/Tp_S_NNN_S_N_sec00086_sec00086_00106_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_sec00086_sec00086_00106.pt
Au/Au_cha_10184.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_10184.pt
Au/Au_ani_30318.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30318.pt
Tp/Tp_D_NNN_M_N_nat00033_cha00062_11380.jpg,1,Gt/Tp_D_NNN_M_N_nat00033_cha00062_11380_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NNN_M_N_nat00033_cha00062_11380.pt
Au/Au_art_30018.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30018.pt
Au/Au_ind_20037.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ind_20037.pt
Au/Au_art_10108.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_10108.pt
Au/Au_cha_30568.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30568.pt
Au/Au_cha_30547.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30547.pt
Au/Au_pla_30111.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_30111.pt
Tp/Tp_D_NRN_S_N_ind00082_ind00086_10684.jpg,1,Gt/Tp_D_NRN_S_N_ind00082_ind00086_10684_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_S_N_ind00082_ind00086_10684.pt
Au/Au_cha_20009.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_20009.pt
Au/Au_sec_30712.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_sec_30712.pt
Au/Au_ani_30465.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30465.pt
Tp/Tp_S_NRN_S_N_ind00044_ind00044_10894.jpg,1,Gt/Tp_S_NRN_S_N_ind00044_ind00044_10894_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NRN_S_N_ind00044_ind00044_10894.pt
Au/Au_ani_30123.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30123.pt
Au/Au_ani_30221.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30221.pt
Tp/Tp_S_CNN_S_B_pla20100_pla20100_02000.tif,1,Gt/Tp_S_CNN_S_B_pla20100_pla20100_02000_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CNN_S_B_pla20100_pla20100_02000.pt
Tp/Tp_S_CNN_S_N_nat00053_nat00053_00663.tif,1,Gt/Tp_S_CNN_S_N_nat00053_nat00053_00663_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CNN_S_N_nat00053_nat00053_00663.pt
Au/Au_cha_10196.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_10196.pt
Tp/Tp_D_CNN_M_B_nat10139_nat00059_11949.jpg,1,Gt/Tp_D_CNN_M_B_nat10139_nat00059_11949_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_CNN_M_B_nat10139_nat00059_11949.pt
Au/Au_arc_30158.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_arc_30158.pt
Au/Au_ani_20038.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_20038.pt
Au/Au_ani_30587.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30587.pt
Au/Au_art_30576.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30576.pt
Au/Au_sec_20013.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_sec_20013.pt
Tp/Tp_S_CRN_S_N_ani10221_ani10221_12391.jpg,1,Gt/Tp_S_CRN_S_N_ani10221_ani10221_12391_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CRN_S_N_ani10221_ani10221_12391.pt
Au/Au_cha_30127.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30127.pt
Au/Au_cha_30583.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30583.pt
Tp/Tp_S_NNN_S_N_arc10118_arc10118_10759.jpg,1,Gt/Tp_S_NNN_S_N_arc10118_arc10118_10759_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_arc10118_arc10118_10759.pt
Tp/Tp_D_NRN_S_N_art00042_ani00098_00518.tif,1,Gt/Tp_D_NRN_S_N_art00042_ani00098_00518_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_S_N_art00042_ani00098_00518.pt
Tp/Tp_S_NNN_S_N_ani00040_ani00040_00160.tif,1,Gt/Tp_S_NNN_S_N_ani00040_ani00040_00160_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_ani00040_ani00040_00160.pt
Tp/Tp_D_NRN_S_B_sec00019_pla00019_20018.jpg,1,Gt/Tp_D_NRN_S_B_sec00019_pla00019_20018_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_S_B_sec00019_pla00019_20018.pt
Au/Au_cha_30247.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30247.pt
Au/Au_pla_30247.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_30247.pt
Tp/Tp_D_NRN_S_N_sec00052_sec00051_11242.jpg,1,Gt/Tp_D_NRN_S_N_sec00052_sec00051_11242_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_S_N_sec00052_sec00051_11242.pt
Tp/Tp_D_NRN_S_N_cha10128_nat10114_12180.jpg,1,Gt/Tp_D_NRN_S_N_cha10128_nat10114_12180_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_S_N_cha10128_nat10114_12180.pt
Au/Au_nat_30111.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_nat_30111.pt
Au/Au_cha_10178.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_10178.pt
Au/Au_ind_30044.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ind_30044.pt
Au/Au_ani_30710.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30710.pt
Tp/Tp_S_NND_S_B_nat20052_nat20052_01556.tif,1,Gt/Tp_S_NND_S_B_nat20052_nat20052_01556_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NND_S_B_nat20052_nat20052_01556.pt
Au/Au_nat_30552.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_nat_30552.pt
Tp/Tp_S_NRN_S_N_art20086_art20086_02311.tif,1,Gt/Tp_S_NRN_S_N_art20086_art20086_02311_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NRN_S_N_art20086_art20086_02311.pt
Tp/Tp_D_CRN_M_N_art00097_art00049_11758.jpg,1,Gt/Tp_D_CRN_M_N_art00097_art00049_11758_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_CRN_M_N_art00097_art00049_11758.pt
Tp/Tp_S_CNN_S_N_ani20012_ani20012_02055.tif,1,Gt/Tp_S_CNN_S_N_ani20012_ani20012_02055_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CNN_S_N_ani20012_ani20012_02055.pt
Au/Au_arc_30403.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_arc_30403.pt
Au/Au_nat_00045.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_nat_00045.pt
Tp/Tp_S_CNN_S_N_arc20100_arc20100_01740.tif,1,Gt/Tp_S_CNN_S_N_arc20100_arc20100_01740_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CNN_S_N_arc20100_arc20100_01740.pt
Au/Au_sec_30386.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_sec_30386.pt
Au/Au_nat_30672.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_nat_30672.pt
Au/Au_nat_30259.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_nat_30259.pt
Au/Au_ind_20061.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ind_20061.pt
Tp/Tp_S_NRD_S_B_ani00027_ani00027_00147.tif,1,Gt/Tp_S_NRD_S_B_ani00027_ani00027_00147_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NRD_S_B_ani00027_ani00027_00147.pt
Tp/Tp_S_NNN_S_B_nat00029_nat00029_00645.tif,1,Gt/Tp_S_NNN_S_B_nat00029_nat00029_00645_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_B_nat00029_nat00029_00645.pt
Tp/Tp_S_NNN_S_N_arc00061_arc00061_01065.tif,1,Gt/Tp_S_NNN_S_N_arc00061_arc00061_01065_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_arc00061_arc00061_01065.pt
Au/Au_ani_30780.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30780.pt
Tp/Tp_D_NNN_M_N_nat10124_nat00097_11346.jpg,1,Gt/Tp_D_NNN_M_N_nat10124_nat00097_11346_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NNN_M_N_nat10124_nat00097_11346.pt
Au/Au_art_00066.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_00066.pt
Au/Au_txt_00008.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_txt_00008.pt
Au/Au_ind_30013.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ind_30013.pt
Tp/Tp_S_CNN_S_N_art20073_art20073_02320.tif,1,Gt/Tp_S_CNN_S_N_art20073_art20073_02320_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CNN_S_N_art20073_art20073_02320.pt
Au/Au_arc_20090.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_arc_20090.pt
Au/Au_pla_00076.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_pla_00076.pt
Au/Au_cha_30044.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30044.pt
Au/Au_sec_30078.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_sec_30078.pt
Au/Au_cha_20036.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_20036.pt
Au/Au_ani_10204.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_10204.pt
Au/Au_art_30383.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30383.pt
Tp/Tp_S_NRD_S_B_arc00047_arc00047_01079.tif,1,Gt/Tp_S_NRD_S_B_arc00047_arc00047_01079_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NRD_S_B_arc00047_arc00047_01079.pt
Tp/Tp_D_NNN_M_B_art00023_nat00095_11877.jpg,1,Gt/Tp_D_NNN_M_B_art00023_nat00095_11877_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NNN_M_B_art00023_nat00095_11877.pt
Au/Au_cha_30302.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30302.pt
Au/Au_cha_10182.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_10182.pt
Tp/Tp_D_NRN_M_N_nat10116_cha00029_11673.jpg,1,Gt/Tp_D_NRN_M_N_nat10116_cha00029_11673_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_M_N_nat10116_cha00029_11673.pt
Tp/Tp_D_NRN_S_N_arc00090_art00010_00013.tif,1,Gt/Tp_D_NRN_S_N_arc00090_art00010_00013_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_S_N_arc00090_art00010_00013.pt
Au/Au_ani_30321.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_30321.pt
Au/Au_art_30648.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30648.pt
Tp/Tp_S_NNN_S_N_sec20031_sec20031_01621.tif,1,Gt/Tp_S_NNN_S_N_sec20031_sec20031_01621_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NNN_S_N_sec20031_sec20031_01621.pt
Au/Au_ind_00069.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ind_00069.pt
Au/Au_ani_10206.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ani_10206.pt
Au/Au_ind_30090.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_ind_30090.pt
Tp/Tp_D_NRN_S_N_art00051_ani00098_01406.tif,1,Gt/Tp_D_NRN_S_N_art00051_ani00098_01406_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_D_NRN_S_N_art00051_ani00098_01406.pt
Au/Au_nat_30122.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_nat_30122.pt
Au/Au_art_30320.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30320.pt
Au/Au_cha_30259.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_cha_30259.pt
Tp/Tp_S_NRN_S_N_ani10207_ani10207_12419.jpg,1,Gt/Tp_S_NRN_S_N_ani10207_ani10207_12419_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_NRN_S_N_ani10207_ani10207_12419.pt
Au/Au_art_30335.jpg,0,,0,CASIA_2.0,256_features/CASIA_2.0_Au_art_30335.pt
Tp/Tp_S_CRN_M_N_cha10125_cha10125_12161.jpg,1,Gt/Tp_S_CRN_M_N_cha10125_cha10125_12161_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CRN_M_N_cha10125_cha10125_12161.pt
Tp/Tp_S_CNN_S_N_art00100_art00100_01001.tif,1,Gt/Tp_S_CNN_S_N_art00100_art00100_01001_gt.png,0,CASIA_2.0,256_features/CASIA_2.0_Tp_S_CNN_S_N_art00100_art00100_01001.pt
