,image_patch,mask_patch,label,fold,ela,root_dir
584,1b8r7b/c94waqq_0.jpg,1b8r7b/c94waqq_0_mask.jpg,1,1,1b8r7b/c94waqq_0_ela.jpg,IMD2020/imd_data
462,1as3ai/c90dutg_0.jpg,1as3ai/c90dutg_0_mask.jpg,1,1,1as3ai/c90dutg_0_ela.jpg,IMD2020/imd_data
332,1b8r7b/c94o4hp_0.jpg,1b8r7b/c94o4hp_0_mask.jpg,1,1,1b8r7b/c94o4hp_0_ela.jpg,IMD2020/imd_data
331,1ca8nm/c9epyi9_0.jpg,1ca8nm/c9epyi9_0_mask.jpg,1,1,1ca8nm/c9epyi9_0_ela.jpg,IMD2020/imd_data
315,1aafqb/c8vkb96_0.jpg,1aafqb/c8vkb96_0_mask.jpg,1,1,1aafqb/c8vkb96_0_ela.jpg,IMD2020/imd_data
573,1c0yl5/c9bzbcq_0.jpg,1c0yl5/c9bzbcq_0_mask.jpg,1,1,1c0yl5/c9bzbcq_0_ela.jpg,IMD2020/imd_data
460,1aws4w/c91h0oh_0.jpg,1aws4w/c91h0oh_0_mask.jpg,1,1,1aws4w/c91h0oh_0_ela.jpg,IMD2020/imd_data
585,1aczjh/c8w9n2q_0.jpg,1aczjh/c8w9n2q_0_mask.jpg,1,1,1aczjh/c8w9n2q_0_ela.jpg,IMD2020/imd_data
366,1bcy4k/c95y02z_0.jpg,1bcy4k/c95y02z_0_mask.jpg,1,1,1bcy4k/c95y02z_0_ela.jpg,IMD2020/imd_data
560,1bbmcy/c95kdy8_0.jpg,1bbmcy/c95kdy8_0_mask.jpg,1,1,1bbmcy/c95kdy8_0_ela.jpg,IMD2020/imd_data
478,1bzno4/c9bmply_0.jpg,1bzno4/c9bmply_0_mask.jpg,1,1,1bzno4/c9bmply_0_ela.jpg,IMD2020/imd_data
537,1b9l65/c94ygpb_0.jpg,1b9l65/c94ygpb_0_mask.jpg,1,1,1b9l65/c94ygpb_0_ela.jpg,IMD2020/imd_data
394,1ax6zq/c91pkp5_0.jpg,1ax6zq/c91pkp5_0_mask.jpg,1,1,1ax6zq/c91pkp5_0_ela.jpg,IMD2020/imd_data
345,1bvscz/c9alw3v_0.jpg,1bvscz/c9alw3v_0_mask.jpg,1,1,1bvscz/c9alw3v_0_ela.jpg,IMD2020/imd_data
575,1cdqz3/c9fnyyh_0.jpg,1cdqz3/c9fnyyh_0_mask.jpg,1,1,1cdqz3/c9fnyyh_0_ela.jpg,IMD2020/imd_data
439,1a5h1p/c8ue2m3_0.jpg,1a5h1p/c8ue2m3_0_mask.jpg,1,1,1a5h1p/c8ue2m3_0_ela.jpg,IMD2020/imd_data
520,1ajtpd/c8yb71t_0.jpg,1ajtpd/c8yb71t_0_mask.jpg,1,1,1ajtpd/c8yb71t_0_ela.jpg,IMD2020/imd_data
329,1azcvv/c92be1o_0.jpg,1azcvv/c92be1o_0_mask.jpg,1,1,1azcvv/c92be1o_0_ela.jpg,IMD2020/imd_data
419,1cfau1/c9g2fgf_0.jpg,1cfau1/c9g2fgf_0_mask.jpg,1,1,1cfau1/c9g2fgf_0_ela.jpg,IMD2020/imd_data
451,1b9voq/c952g1p_0.jpg,1b9voq/c952g1p_0_mask.jpg,1,1,1b9voq/c952g1p_0_ela.jpg,IMD2020/imd_data
408,1b7ua0/c94ejp7_0.jpg,1b7ua0/c94ejp7_0_mask.jpg,1,1,1b7ua0/c94ejp7_0_ela.jpg,IMD2020/imd_data
540,1bbmcy/c95hyjq_0.jpg,1bbmcy/c95hyjq_0_mask.jpg,1,1,1bbmcy/c95hyjq_0_ela.jpg,IMD2020/imd_data
395,1aq0f0/c8zp10g_0.jpg,1aq0f0/c8zp10g_0_mask.jpg,1,1,1aq0f0/c8zp10g_0_ela.jpg,IMD2020/imd_data
380,1bbuj9/c95m7eb_0.jpg,1bbuj9/c95m7eb_0_mask.jpg,1,1,1bbuj9/c95m7eb_0_ela.jpg,IMD2020/imd_data
472,1c6t1h/c9dsznh_0.jpg,1c6t1h/c9dsznh_0_mask.jpg,1,1,1c6t1h/c9dsznh_0_ela.jpg,IMD2020/imd_data
485,1bl2e5/c97n72x_0.jpg,1bl2e5/c97n72x_0_mask.jpg,1,1,1bl2e5/c97n72x_0_ela.jpg,IMD2020/imd_data
429,1b61h7/c944m4x_0.jpg,1b61h7/c944m4x_0_mask.jpg,1,1,1b61h7/c944m4x_0_ela.jpg,IMD2020/imd_data
391,1a9l4s/c8venih_0.jpg,1a9l4s/c8venih_0_mask.jpg,1,1,1a9l4s/c8venih_0_ela.jpg,IMD2020/imd_data
561,1b1epd/c92zq41_0.jpg,1b1epd/c92zq41_0_mask.jpg,1,1,1b1epd/c92zq41_0_ela.jpg,IMD2020/imd_data
427,1c7xcf/c9e4ble_0.jpg,1c7xcf/c9e4ble_0_mask.jpg,1,1,1c7xcf/c9e4ble_0_ela.jpg,IMD2020/imd_data
401,1b1pdg/c92vzrm_0.jpg,1b1pdg/c92vzrm_0_mask.jpg,1,1,1b1pdg/c92vzrm_0_ela.jpg,IMD2020/imd_data
426,1batnk/c958gik_0.jpg,1batnk/c958gik_0_mask.jpg,1,1,1batnk/c958gik_0_ela.jpg,IMD2020/imd_data
494,1b40l4/c93ie4w_0.jpg,1b40l4/c93ie4w_0_mask.jpg,1,1,1b40l4/c93ie4w_0_ela.jpg,IMD2020/imd_data
529,1bzno4/c9bse2z_0.jpg,1bzno4/c9bse2z_0_mask.jpg,1,1,1bzno4/c9bse2z_0_ela.jpg,IMD2020/imd_data
378,1ac1g7/c8w2mlr_0.jpg,1ac1g7/c8w2mlr_0_mask.jpg,1,1,1ac1g7/c8w2mlr_0_ela.jpg,IMD2020/imd_data
450,1a5x44/c8uiddx_0.jpg,1a5x44/c8uiddx_0_mask.jpg,1,1,1a5x44/c8uiddx_0_ela.jpg,IMD2020/imd_data
506,1bigvi/c970m97_0.jpg,1bigvi/c970m97_0_mask.jpg,1,1,1bigvi/c970m97_0_ela.jpg,IMD2020/imd_data
