image,image_patch,mask_patch,label,fold,ela,data_root
original_NC2016_0085,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0102,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0102,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0102,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0102,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0102,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0102,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0102,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0102,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0102,8.png,,0,0,8_ela.jpg,NIST16/image_patch_128
original_NC2016_0115,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0115,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0115,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0115,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0119,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0119,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0119,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0119,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0129,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0129,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0129,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0138,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0138,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0138,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0138,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0138,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0138,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0145,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0147,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0157,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0159,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0161,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0161,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0161,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0161,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0161,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0161,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0161,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0175,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0175,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0175,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0175,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0186,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0186,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0186,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0226,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0252,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0259,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0276,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0288,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0291,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0291,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0298,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0298,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0298,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0298,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0298,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0298,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0298,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0298,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0301,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0301,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0301,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0301,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0301,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0301,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0301,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0301,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0305,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0305,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0305,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0305,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0311,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0311,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0311,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0325,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0325,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0325,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0325,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0325,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0326,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0337,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,8.png,,0,0,8_ela.jpg,NIST16/image_patch_128
original_NC2016_0359,9.png,,0,0,9_ela.jpg,NIST16/image_patch_128
original_NC2016_0374,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0374,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0374,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0374,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0374,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0374,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0374,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0374,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0376,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0376,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0384,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0384,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0384,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0384,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0384,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0388,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0388,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0388,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0388,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0388,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0413,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0433,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0433,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0433,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0433,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0433,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0448,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0478,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0478,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0478,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0478,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0478,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0478,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0496,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0496,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0496,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0503,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0503,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0503,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0503,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0513,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0513,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0513,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0513,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0513,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0513,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0526,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0526,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0538,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0538,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0538,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0538,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0538,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0538,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0538,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0538,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0544,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0544,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0544,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0544,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0544,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0544,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0544,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0544,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0545,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0545,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0545,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0545,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0545,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0545,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0545,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0545,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0553,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0559,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0561,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0561,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0566,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0566,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0573,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0573,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0573,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0573,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0573,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0573,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0573,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0573,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0573,8.png,,0,0,8_ela.jpg,NIST16/image_patch_128
original_NC2016_0582,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,8.png,,0,0,8_ela.jpg,NIST16/image_patch_128
original_NC2016_0592,9.png,,0,0,9_ela.jpg,NIST16/image_patch_128
original_NC2016_0602,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0605,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0605,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0605,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,8.png,,0,0,8_ela.jpg,NIST16/image_patch_128
original_NC2016_0606,9.png,,0,0,9_ela.jpg,NIST16/image_patch_128
original_NC2016_0637,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0637,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0637,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0637,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0637,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0637,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0637,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0637,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0643,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0643,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0643,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0643,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0643,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0643,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0643,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0651,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0651,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0651,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0651,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0651,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0651,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0654,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0654,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0654,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0654,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0654,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0654,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0654,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0654,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0654,8.png,,0,0,8_ela.jpg,NIST16/image_patch_128
original_NC2016_0662,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0665,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0665,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0665,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0665,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0665,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0665,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0665,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0665,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0676,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0705,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0705,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0718,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0718,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0718,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0718,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0718,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0718,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0718,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0718,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0718,8.png,,0,0,8_ela.jpg,NIST16/image_patch_128
original_NC2016_0729,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0729,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0729,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0729,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0736,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0767,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0767,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0767,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0767,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0767,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0767,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0802,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0802,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0802,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0802,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0804,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0823,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0881,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0891,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0891,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0911,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0911,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0911,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0911,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0911,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0911,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0911,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0911,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0925,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0925,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0925,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0925,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0925,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0925,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0925,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0925,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0929,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0943,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0943,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0943,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0943,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0943,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0943,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0943,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0958,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0958,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0958,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0958,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0958,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0958,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0958,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
original_NC2016_0958,7.png,,0,0,7_ela.jpg,NIST16/image_patch_128
original_NC2016_0958,8.png,,0,0,8_ela.jpg,NIST16/image_patch_128
original_NC2016_0984,0.png,,0,0,0_ela.jpg,NIST16/image_patch_128
original_NC2016_0984,1.png,,0,0,1_ela.jpg,NIST16/image_patch_128
original_NC2016_0984,2.png,,0,0,2_ela.jpg,NIST16/image_patch_128
original_NC2016_0984,3.png,,0,0,3_ela.jpg,NIST16/image_patch_128
original_NC2016_0984,4.png,,0,0,4_ela.jpg,NIST16/image_patch_128
original_NC2016_0984,5.png,,0,0,5_ela.jpg,NIST16/image_patch_128
original_NC2016_0984,6.png,,0,0,6_ela.jpg,NIST16/image_patch_128
