,image_patch,mask_patch,label,fold,ela,root_dir
354,extra_orig/videoran_8375565497.jpg,,0,1,extra_orig/videoran_8375565497_ela.jpg,IMD2020/imd_data
356,extra_orig/162383883@N06_44387972290.jpg,,0,1,extra_orig/162383883@N06_44387972290_ela.jpg,IMD2020/imd_data
358,extra_orig/lisalouise_150442808.jpg,,0,1,extra_orig/lisalouise_150442808_ela.jpg,IMD2020/imd_data
359,extra_orig/studiokanu_49504562578.jpg,,0,1,extra_orig/studiokanu_49504562578_ela.jpg,IMD2020/imd_data
360,extra_orig/brent_nashville_269424514.jpg,,0,1,extra_orig/brent_nashville_269424514_ela.jpg,IMD2020/imd_data
361,extra_orig/rpmarks_13296953485.jpg,,0,1,extra_orig/rpmarks_13296953485_ela.jpg,IMD2020/imd_data
363,extra_orig/154197517@N08_36629056752.jpg,,0,1,extra_orig/154197517@N08_36629056752_ela.jpg,IMD2020/imd_data
364,extra_orig/raccoflickr_3058366206.jpg,,0,1,extra_orig/raccoflickr_3058366206_ela.jpg,IMD2020/imd_data
368,extra_orig/8789515@N06_9446223324.jpg,,0,1,extra_orig/8789515@N06_9446223324_ela.jpg,IMD2020/imd_data
369,1cgew4/1cgew4_orig.jpg,,0,1,1cgew4/1cgew4_orig_ela.jpg,IMD2020/imd_data
374,extra_orig/anjanettew_8403706876.jpg,,0,1,extra_orig/anjanettew_8403706876_ela.jpg,IMD2020/imd_data
375,1bur91/1bur91_orig.jpg,,0,1,1bur91/1bur91_orig_ela.jpg,IMD2020/imd_data
376,1bv5l3/1bv5l3_orig.jpg,,0,1,1bv5l3/1bv5l3_orig_ela.jpg,IMD2020/imd_data
381,1bajww/1bajww_orig.jpg,,0,1,1bajww/1bajww_orig_ela.jpg,IMD2020/imd_data
383,extra_orig/okchomeseller_5646657739.jpg,,0,1,extra_orig/okchomeseller_5646657739_ela.jpg,IMD2020/imd_data
385,extra_orig/conner395_2390967406.jpg,,0,1,extra_orig/conner395_2390967406_ela.jpg,IMD2020/imd_data
387,extra_orig/56218409@N03_13935384366.jpg,,0,1,extra_orig/56218409@N03_13935384366_ela.jpg,IMD2020/imd_data
389,extra_orig/david_a_lea_5048943615.jpg,,0,1,extra_orig/david_a_lea_5048943615_ela.jpg,IMD2020/imd_data
390,extra_orig/92755068@N05_32090090804.jpg,,0,1,extra_orig/92755068@N05_32090090804_ela.jpg,IMD2020/imd_data
392,extra_orig/jsmjr_49184076487.jpg,,0,1,extra_orig/jsmjr_49184076487_ela.jpg,IMD2020/imd_data
397,extra_orig/ell-r-brown_3633878182.jpg,,0,1,extra_orig/ell-r-brown_3633878182_ela.jpg,IMD2020/imd_data
398,extra_orig/shearings_11855013975.jpg,,0,1,extra_orig/shearings_11855013975_ela.jpg,IMD2020/imd_data
399,extra_orig/42606939@N07_4569451864.jpg,,0,1,extra_orig/42606939@N07_4569451864_ela.jpg,IMD2020/imd_data
403,extra_orig/134252569@N07_19904129198.jpg,,0,1,extra_orig/134252569@N07_19904129198_ela.jpg,IMD2020/imd_data
405,extra_orig/anitagould_46610820725.jpg,,0,1,extra_orig/anitagould_46610820725_ela.jpg,IMD2020/imd_data
406,extra_orig/jimmyyyy1992_6677733427.jpg,,0,1,extra_orig/jimmyyyy1992_6677733427_ela.jpg,IMD2020/imd_data
407,extra_orig/29233640@N07_49431333696.jpg,,0,1,extra_orig/29233640@N07_49431333696_ela.jpg,IMD2020/imd_data
409,extra_orig/vailmarston_22181323761.jpg,,0,1,extra_orig/vailmarston_22181323761_ela.jpg,IMD2020/imd_data
411,extra_orig/phoenixpics_75704045.jpg,,0,1,extra_orig/phoenixpics_75704045_ela.jpg,IMD2020/imd_data
414,extra_orig/garryknight_8006337600.jpg,,0,1,extra_orig/garryknight_8006337600_ela.jpg,IMD2020/imd_data
416,1aq6ym/1aq6ym_orig.jpg,,0,1,1aq6ym/1aq6ym_orig_ela.jpg,IMD2020/imd_data
418,1b9l65/1b9l65_orig.jpg,,0,1,1b9l65/1b9l65_orig_ela.jpg,IMD2020/imd_data
420,extra_orig/hobie-kayak-europe_15354765149.jpg,,0,1,extra_orig/hobie-kayak-europe_15354765149_ela.jpg,IMD2020/imd_data
421,1cdqz3/1cdqz3_orig.jpg,,0,1,1cdqz3/1cdqz3_orig_ela.jpg,IMD2020/imd_data
422,1b9lyb/1b9lyb_orig.jpg,,0,1,1b9lyb/1b9lyb_orig_ela.jpg,IMD2020/imd_data
423,extra_orig/scknight_217223940.jpg,,0,1,extra_orig/scknight_217223940_ela.jpg,IMD2020/imd_data
424,extra_orig/91435732@N00_151526662.jpg,,0,1,extra_orig/91435732@N00_151526662_ela.jpg,IMD2020/imd_data
431,1cfau1/1cfau1_orig.jpg,,0,1,1cfau1/1cfau1_orig_ela.jpg,IMD2020/imd_data
433,1aczjh/1aczjh_orig.jpg,,0,1,1aczjh/1aczjh_orig_ela.jpg,IMD2020/imd_data
436,extra_orig/david_a_lea_5049522712.jpg,,0,1,extra_orig/david_a_lea_5049522712_ela.jpg,IMD2020/imd_data
438,extra_orig/cvpy513-14_14571033513.jpg,,0,1,extra_orig/cvpy513-14_14571033513_ela.jpg,IMD2020/imd_data
440,1c9wcj/1c9wcj_orig.jpg,,0,1,1c9wcj/1c9wcj_orig_ela.jpg,IMD2020/imd_data
442,1amtqf/1amtqf_orig.jpg,,0,1,1amtqf/1amtqf_orig_ela.jpg,IMD2020/imd_data
444,extra_orig/27718315@N02_50016926872.jpg,,0,1,extra_orig/27718315@N02_50016926872_ela.jpg,IMD2020/imd_data
446,extra_orig/rsnyderpsc_11198888066.jpg,,0,1,extra_orig/rsnyderpsc_11198888066_ela.jpg,IMD2020/imd_data
447,1agt1r/1agt1r_orig.jpg,,0,1,1agt1r/1agt1r_orig_ela.jpg,IMD2020/imd_data
453,extra_orig/psd_50079874396.jpg,,0,1,extra_orig/psd_50079874396_ela.jpg,IMD2020/imd_data
455,extra_orig/gregthebusker_4906280491.jpg,,0,1,extra_orig/gregthebusker_4906280491_ela.jpg,IMD2020/imd_data
457,extra_orig/juanillooo_299665266.jpg,,0,1,extra_orig/juanillooo_299665266_ela.jpg,IMD2020/imd_data
458,extra_orig/cvpy513-14_14549394834.jpg,,0,1,extra_orig/cvpy513-14_14549394834_ela.jpg,IMD2020/imd_data
463,1cek5i/1cek5i_orig.jpg,,0,1,1cek5i/1cek5i_orig_ela.jpg,IMD2020/imd_data
464,extra_orig/shawnzlea_2712046653.jpg,,0,1,extra_orig/shawnzlea_2712046653_ela.jpg,IMD2020/imd_data
467,1a3oag/1a3oag_orig.jpg,,0,1,1a3oag/1a3oag_orig_ela.jpg,IMD2020/imd_data
469,extra_orig/fogey03_49746332692.jpg,,0,1,extra_orig/fogey03_49746332692_ela.jpg,IMD2020/imd_data
473,extra_orig/davem_358900350.jpg,,0,1,extra_orig/davem_358900350_ela.jpg,IMD2020/imd_data
475,extra_orig/redux_384962763.jpg,,0,1,extra_orig/redux_384962763_ela.jpg,IMD2020/imd_data
476,1b8r7b/1b8r7b_orig.jpg,,0,1,1b8r7b/1b8r7b_orig_ela.jpg,IMD2020/imd_data
479,extra_orig/katalysis_202579244.jpg,,0,1,extra_orig/katalysis_202579244_ela.jpg,IMD2020/imd_data
481,extra_orig/psgmag_3321507101.jpg,,0,1,extra_orig/psgmag_3321507101_ela.jpg,IMD2020/imd_data
482,1axr5s/1axr5s_orig.jpg,,0,1,1axr5s/1axr5s_orig_ela.jpg,IMD2020/imd_data
483,extra_orig/altmania_2365856927.jpg,,0,1,extra_orig/altmania_2365856927_ela.jpg,IMD2020/imd_data
486,extra_orig/dcoetzee_3541563043.jpg,,0,1,extra_orig/dcoetzee_3541563043_ela.jpg,IMD2020/imd_data
488,extra_orig/115589266@N06_26013542773.jpg,,0,1,extra_orig/115589266@N06_26013542773_ela.jpg,IMD2020/imd_data
490,extra_orig/29638108@N06_5070381943.jpg,,0,1,extra_orig/29638108@N06_5070381943_ela.jpg,IMD2020/imd_data
491,extra_orig/183926019@N08_50079600597.jpg,,0,1,extra_orig/183926019@N08_50079600597_ela.jpg,IMD2020/imd_data
492,extra_orig/kd85_36327309813.jpg,,0,1,extra_orig/kd85_36327309813_ela.jpg,IMD2020/imd_data
493,extra_orig/tedxbroadway_48957217503.jpg,,0,1,extra_orig/tedxbroadway_48957217503_ela.jpg,IMD2020/imd_data
496,1c0yl5/1c0yl5_orig.jpg,,0,1,1c0yl5/1c0yl5_orig_ela.jpg,IMD2020/imd_data
497,extra_orig/free_man_88901265.jpg,,0,1,extra_orig/free_man_88901265_ela.jpg,IMD2020/imd_data
498,extra_orig/dailymatador_2957442972.jpg,,0,1,extra_orig/dailymatador_2957442972_ela.jpg,IMD2020/imd_data
499,extra_orig/25662601@N06_2414911672.jpg,,0,1,extra_orig/25662601@N06_2414911672_ela.jpg,IMD2020/imd_data
500,extra_orig/33671002@N00_8191169199.jpg,,0,1,extra_orig/33671002@N00_8191169199_ela.jpg,IMD2020/imd_data
503,extra_orig/thomashawk_49817207591.jpg,,0,1,extra_orig/thomashawk_49817207591_ela.jpg,IMD2020/imd_data
507,extra_orig/glimeend_5111392255.jpg,,0,1,extra_orig/glimeend_5111392255_ela.jpg,IMD2020/imd_data
508,extra_orig/ibm_research_zurich_39020657690.jpg,,0,1,extra_orig/ibm_research_zurich_39020657690_ela.jpg,IMD2020/imd_data
509,extra_orig/ackniculous_48165844797.jpg,,0,1,extra_orig/ackniculous_48165844797_ela.jpg,IMD2020/imd_data
511,extra_orig/usembassymadrid_35624453225.jpg,,0,1,extra_orig/usembassymadrid_35624453225_ela.jpg,IMD2020/imd_data
512,extra_orig/188814705@N02_50066851276.jpg,,0,1,extra_orig/188814705@N02_50066851276_ela.jpg,IMD2020/imd_data
513,extra_orig/nicksphotos_164650343.jpg,,0,1,extra_orig/nicksphotos_164650343_ela.jpg,IMD2020/imd_data
514,extra_orig/142754487@N03_28763271126.jpg,,0,1,extra_orig/142754487@N03_28763271126_ela.jpg,IMD2020/imd_data
515,extra_orig/iaea_imagebank_32795100282.jpg,,0,1,extra_orig/iaea_imagebank_32795100282_ela.jpg,IMD2020/imd_data
517,extra_orig/icelandic_sheepdog_6707275245.jpg,,0,1,extra_orig/icelandic_sheepdog_6707275245_ela.jpg,IMD2020/imd_data
518,extra_orig/thecommissionband_123525174.jpg,,0,1,extra_orig/thecommissionband_123525174_ela.jpg,IMD2020/imd_data
519,extra_orig/rollercoasterphilosophy_4703451547.jpg,,0,1,extra_orig/rollercoasterphilosophy_4703451547_ela.jpg,IMD2020/imd_data
521,extra_orig/jimcintosh_489328822.jpg,,0,1,extra_orig/jimcintosh_489328822_ela.jpg,IMD2020/imd_data
522,extra_orig/oddharmonic_3299909990.jpg,,0,1,extra_orig/oddharmonic_3299909990_ela.jpg,IMD2020/imd_data
524,extra_orig/ateabutnoe_1279879782.jpg,,0,1,extra_orig/ateabutnoe_1279879782_ela.jpg,IMD2020/imd_data
531,extra_orig/ooocha_3060727274.jpg,,0,1,extra_orig/ooocha_3060727274_ela.jpg,IMD2020/imd_data
535,extra_orig/jasonkelm_281877032.jpg,,0,1,extra_orig/jasonkelm_281877032_ela.jpg,IMD2020/imd_data
536,1avax4/1avax4_orig.jpg,,0,1,1avax4/1avax4_orig_ela.jpg,IMD2020/imd_data
538,extra_orig/monsterpete_5581179184.jpg,,0,1,extra_orig/monsterpete_5581179184_ela.jpg,IMD2020/imd_data
539,extra_orig/afge_3253344097.jpg,,0,1,extra_orig/afge_3253344097_ela.jpg,IMD2020/imd_data
543,extra_orig/jasonburke_28732239061.jpg,,0,1,extra_orig/jasonburke_28732239061_ela.jpg,IMD2020/imd_data
544,extra_orig/adcolin_8376900784.jpg,,0,1,extra_orig/adcolin_8376900784_ela.jpg,IMD2020/imd_data
545,1aa6sn/1aa6sn_orig.jpg,,0,1,1aa6sn/1aa6sn_orig_ela.jpg,IMD2020/imd_data
546,extra_orig/sinrazon_2628672620.jpg,,0,1,extra_orig/sinrazon_2628672620_ela.jpg,IMD2020/imd_data
548,extra_orig/elobjetivodericard_9258256500.jpg,,0,1,extra_orig/elobjetivodericard_9258256500_ela.jpg,IMD2020/imd_data
549,extra_orig/gottabe_168554604.jpg,,0,1,extra_orig/gottabe_168554604_ela.jpg,IMD2020/imd_data
551,extra_orig/amatuerphotographer_6925496189.jpg,,0,1,extra_orig/amatuerphotographer_6925496189_ela.jpg,IMD2020/imd_data
553,extra_orig/137744936@N05_23290661531.jpg,,0,1,extra_orig/137744936@N05_23290661531_ela.jpg,IMD2020/imd_data
555,extra_orig/56068758@N00_2636241825.jpg,,0,1,extra_orig/56068758@N00_2636241825_ela.jpg,IMD2020/imd_data
556,extra_orig/ktr101_12298683244.jpg,,0,1,extra_orig/ktr101_12298683244_ela.jpg,IMD2020/imd_data
558,1aty89/1aty89_orig.jpg,,0,1,1aty89/1aty89_orig_ela.jpg,IMD2020/imd_data
559,extra_orig/dugspr_6110559148.jpg,,0,1,extra_orig/dugspr_6110559148_ela.jpg,IMD2020/imd_data
562,1b9qko/1b9qko_orig.jpg,,0,1,1b9qko/1b9qko_orig_ela.jpg,IMD2020/imd_data
563,extra_orig/jenlund70_827870609.jpg,,0,1,extra_orig/jenlund70_827870609_ela.jpg,IMD2020/imd_data
564,extra_orig/airflore_3489590152.jpg,,0,1,extra_orig/airflore_3489590152_ela.jpg,IMD2020/imd_data
567,extra_orig/librarianidol_3109667774.jpg,,0,1,extra_orig/librarianidol_3109667774_ela.jpg,IMD2020/imd_data
568,extra_orig/rosanetur_16992366495.jpg,,0,1,extra_orig/rosanetur_16992366495_ela.jpg,IMD2020/imd_data
570,extra_orig/8789515@N06_9446204736.jpg,,0,1,extra_orig/8789515@N06_9446204736_ela.jpg,IMD2020/imd_data
572,extra_orig/jonathonw_43042768250.jpg,,0,1,extra_orig/jonathonw_43042768250_ela.jpg,IMD2020/imd_data
576,extra_orig/huubzeeman_49538912367.jpg,,0,1,extra_orig/huubzeeman_49538912367_ela.jpg,IMD2020/imd_data
578,extra_orig/usfsregion5_48584744321.jpg,,0,1,extra_orig/usfsregion5_48584744321_ela.jpg,IMD2020/imd_data
580,1cdvuj/1cdvuj_orig.jpg,,0,1,1cdvuj/1cdvuj_orig_ela.jpg,IMD2020/imd_data
581,extra_orig/fdecomite_26395779221.jpg,,0,1,extra_orig/fdecomite_26395779221_ela.jpg,IMD2020/imd_data
586,extra_orig/thewidewideworld_44658915425.jpg,,0,1,extra_orig/thewidewideworld_44658915425_ela.jpg,IMD2020/imd_data
589,1cbs6k/1cbs6k_orig.jpg,,0,1,1cbs6k/1cbs6k_orig_ela.jpg,IMD2020/imd_data
591,extra_orig/35633128@N05_5157707816.jpg,,0,1,extra_orig/35633128@N05_5157707816_ela.jpg,IMD2020/imd_data
592,extra_orig/forthefunofit_7832071454.jpg,,0,1,extra_orig/forthefunofit_7832071454_ela.jpg,IMD2020/imd_data
