fname,label,fold
Tp_S_NNN_S_N_pla00058_pla00058_01167.pt,1,0
Tp_S_NNN_S_N_pla00061_pla00061_00592.pt,1,0
Tp_S_NNN_S_N_pla00063_pla00063_01171.pt,1,0
Tp_S_NNN_S_N_pla00065_pla00065_00596.pt,1,0
Tp_S_NNN_S_N_pla00067_pla00067_00598.pt,1,0
Tp_S_NNN_S_N_pla00067_pla00067_01174.pt,1,0
Tp_S_CNN_S_N_cha10178_cha10178_12289.pt,1,0
Tp_S_CNN_S_N_cha10183_cha10183_12318.pt,1,0
Tp_S_CNN_S_N_cha10186_cha10186_12311.pt,1,0
Tp_S_CNN_S_N_cha10207_cha10207_12348.pt,1,0
Tp_S_CNN_S_N_cha20003_cha20003_02002.pt,1,0
Tp_S_CNN_S_N_cha20007_cha20007_02006.pt,1,0
Tp_S_CNN_S_N_cha20020_cha20020_02019.pt,1,0
Tp_S_CNN_S_N_cha20034_cha20034_02033.pt,1,0
Tp_S_CNN_S_N_cha20045_cha20045_02044.pt,1,0
Tp_S_CNN_S_N_ind00008_ind00008_10420.pt,1,0
Tp_S_CNN_S_N_ind00008_ind00008_10421.pt,1,0
Tp_S_CNN_S_N_ind00025_ind00025_01321.pt,1,0
Tp_S_CNN_S_N_ind00028_ind00028_11064.pt,1,0
Tp_S_CNN_S_N_ind00030_ind00030_00445.pt,1,0
Tp_S_CNN_S_N_ind00032_ind00032_11059.pt,1,0
Tp_S_CNN_S_N_ind00036_ind00036_10873.pt,1,0
Tp_S_CNN_S_N_ind00040_ind00040_10876.pt,1,0
Tp_D_NNN_M_N_txt00060_txt00061_10186.pt,1,0
Tp_D_NNN_M_N_txt00061_txt00062_10184.pt,1,0
Tp_D_NNN_M_N_txt00062_txt00061_10185.pt,1,0
Tp_D_NNN_M_N_txt00066_txt00065_10122.pt,1,0
Tp_D_NNN_M_N_txt00068_txt00065_10123.pt,1,0
Tp_D_NNN_M_N_txt10109_txt00097_10815.pt,1,0
Tp_D_NNN_M_O_ani00036_nat00083_10054.pt,1,0
Tp_D_NNN_M_O_nat00033_ani00031_10078.pt,1,0
Tp_D_NNN_M_O_nat00045_nat00099_10558.pt,1,0
Tp_D_NNN_M_O_sec00031_nat00062_00052.pt,1,0
Tp_D_NNN_S_B_ani20056_ani20057_02099.pt,1,0
Tp_D_NNN_S_B_arc00059_nat00059_11829.pt,1,0
Tp_D_NNN_S_B_arc20098_arc20030_02198.pt,1,0
Au_ani_00083.pt,0,0
Au_ani_10152.pt,0,0
Au_ani_10207.pt,0,0
Au_ani_20057.pt,0,0
Au_ani_30048.pt,0,0
Au_ani_30092.pt,0,0
Au_ani_30150.pt,0,0
Au_ani_30244.pt,0,0
Au_ani_30283.pt,0,0
Au_ani_30321.pt,0,0
Au_ani_30396.pt,0,0
Au_ani_30464.pt,0,0
Au_ani_30571.pt,0,0
Au_ani_30662.pt,0,0
Au_ani_30713.pt,0,0
Au_arc_00007.pt,0,0
Au_arc_00071.pt,0,0
Au_arc_20024.pt,0,0
Au_arc_20074.pt,0,0
Au_arc_30047.pt,0,0
Au_arc_30132.pt,0,0
Au_arc_30174.pt,0,0
Au_arc_30222.pt,0,0
Au_arc_30312.pt,0,0
Au_arc_30385.pt,0,0
Au_arc_30447.pt,0,0
Au_arc_30518.pt,0,0
Au_arc_30582.pt,0,0
Au_arc_30635.pt,0,0
Au_arc_30700.pt,0,0
Au_arc_30744.pt,0,0
Tp_S_NRN_S_N_ani00068_ani00068_00188.pt,1,0
Tp_S_NRN_S_N_ani00069_ani00069_00189.pt,1,0
Tp_S_NRN_S_N_ani00074_ani00074_00825.pt,1,0
Tp_S_NRN_S_N_ani00079_ani00079_00199.pt,1,0
Tp_S_NRN_S_N_ani00094_ani00094_01256.pt,1,0
Tp_S_NRN_S_N_ani00097_ani00097_00217.pt,1,0
Tp_S_NRN_S_N_ani00099_ani00099_00219.pt,1,0
Tp_S_NRN_S_N_ani10115_ani10115_11656.pt,1,0
Tp_S_NRN_S_N_ani10125_ani10125_12397.pt,1,0
Tp_S_NRN_S_N_ani10133_ani10133_12478.pt,1,0
Tp_S_NRN_S_N_ani10147_ani10147_12493.pt,1,0
Tp_S_NRN_S_N_ani10167_ani10167_12446.pt,1,0
Tp_S_CRN_S_N_ind20044_ind20044_01785.pt,1,0
Tp_S_CRN_S_N_ind20050_ind20050_01791.pt,1,0
Tp_S_CRN_S_N_nat00014_nat00014_20055.pt,1,0
Tp_S_CRN_S_N_nat00076_nat00076_10593.pt,1,0
Tp_S_CRN_S_N_nat10111_nat10111_11361.pt,1,0
Tp_S_CRN_S_N_nat10145_nat10145_11977.pt,1,0
Tp_S_CRN_S_N_pla00004_pla00004_10938.pt,1,0
Tp_S_CRN_S_N_pla00005_pla00005_01127.pt,1,0
Tp_S_CRN_S_N_pla00044_pla00044_10974.pt,1,0
Tp_S_CRN_S_N_pla00045_pla00045_10972.pt,1,0
Tp_S_CRN_S_N_pla00053_pla00053_11211.pt,1,0
Tp_S_CRN_S_N_pla00059_pla00059_01168.pt,1,0
Tp_S_CRN_S_N_pla00060_pla00060_01169.pt,1,0
Tp_S_CRN_S_N_pla00064_pla00064_11220.pt,1,0
Tp_S_CRN_S_N_pla00070_pla00070_11216.pt,1,0
Tp_S_CRN_S_N_pla00074_pla00074_10619.pt,1,0
Tp_S_CRN_S_N_pla00092_pla00092_10606.pt,1,0
Tp_S_CRN_S_N_pla00092_pla00092_10607.pt,1,0
Tp_S_CRN_S_N_pla20055_pla20055_01955.pt,1,0
Tp_S_CRN_S_N_pla20058_pla20058_01958.pt,1,0
Tp_S_CRN_S_N_pla20067_pla20067_01967.pt,1,0
Tp_S_CRN_S_N_sec00022_sec00022_10806.pt,1,0
Tp_S_NNN_S_N_cha00004_cha00004_00838.pt,1,0
Tp_S_NNN_S_N_cha00008_cha00008_00840.pt,1,0
Tp_S_NNN_S_N_cha00008_cha00008_11159.pt,1,0
Tp_S_NNN_S_N_cha00008_cha00008_11160.pt,1,0
Tp_S_NNN_S_N_cha00010_cha00010_00841.pt,1,0
Tp_S_NNN_S_N_cha00013_cha00013_00843.pt,1,0
Tp_S_NNN_S_N_cha00015_cha00015_00335.pt,1,0
Tp_S_NNN_S_N_cha00017_cha00017_00337.pt,1,0
Tp_S_NNN_S_N_cha00019_cha00019_00339.pt,1,0
Tp_S_NNN_S_N_cha00032_cha00032_00847.pt,1,0
Tp_S_NNN_S_N_cha00033_cha00033_00848.pt,1,0
Tp_S_NNN_S_N_cha00036_cha00036_00356.pt,1,0
Tp_S_NNN_S_N_cha00036_cha00036_11735.pt,1,0
Tp_S_NNN_S_N_cha00038_cha00038_11030.pt,1,0
Tp_D_NRN_M_N_art10105_cha10110_11594.pt,1,0
Tp_D_NRN_M_N_art10107_art10108_11579.pt,1,0
Tp_D_NRN_M_N_art10107_cha00027_11667.pt,1,0
Tp_D_NRN_M_N_art10107_cha00067_11583.pt,1,0
Tp_D_NRN_M_N_art10108_cha00070_11578.pt,1,0
Tp_D_NRN_M_N_art10110_cha00063_11646.pt,1,0
Tp_D_NRN_M_N_art10110_cha10110_11566.pt,1,0
Tp_D_NRN_M_N_art10113_cha10110_11561.pt,1,0
Tp_D_NRN_M_N_art10115_cha00063_11528.pt,1,0
Tp_D_NRN_M_N_art10115_cha00067_11527.pt,1,0
Tp_D_NRN_M_N_art10115_cha10110_11536.pt,1,0
Tp_D_NRN_M_N_cha00001_cha00031_11384.pt,1,0
Tp_D_NRN_M_N_cha00024_cha00085_10322.pt,1,0
Tp_D_NRN_M_N_cha00024_txt00098_10324.pt,1,0
Tp_D_NRN_M_N_cha00027_cha00028_11785.pt,1,0
Tp_D_NRN_M_N_cha00028_cha00026_11788.pt,1,0
Tp_D_NRN_M_N_cha00031_pla00050_11388.pt,1,0
Tp_D_NRN_M_N_cha00050_cha00028_11786.pt,1,0
Tp_S_CND_S_N_pla00078_pla00078_01181.pt,1,0
Tp_S_CND_S_N_sec00024_sec00024_00045.pt,1,0
Tp_S_CND_S_N_sec00047_sec00047_00068.pt,1,0
Tp_S_CND_S_N_sec00073_sec00073_10384.pt,1,0
Tp_S_CND_S_N_sec00099_sec00099_10366.pt,1,0
Tp_S_CND_S_N_sec20057_sec20057_01647.pt,1,0
Tp_S_CND_S_N_txt00084_txt00084_01290.pt,1,0
Tp_S_CNN_L_O_ind00004_ind00004_10165.pt,1,0
Tp_S_CNN_M_B_ind00088_ind00088_10640.pt,1,0
Tp_S_CNN_M_B_sec00092_sec00092_00112.pt,1,0
Tp_S_CNN_M_N_ani00016_ani00016_10207.pt,1,0
Tp_S_CNN_M_N_ani00019_ani00019_11855.pt,1,0
Tp_S_CNN_M_N_ani00024_ani00024_10206.pt,1,0
Tp_S_CNN_M_N_ani00064_ani00064_10443.pt,1,0
Tp_S_CNN_M_N_arc00037_arc00037_10143.pt,1,0
Tp_S_CNN_M_N_arc00040_arc00040_10237.pt,1,0
Tp_S_CNN_M_N_arc00043_arc00043_10242.pt,1,0
Tp_S_CNN_M_N_arc00052_arc00052_10264.pt,1,0
Tp_S_CNN_M_N_arc00062_arc00062_10252.pt,1,0
Tp_S_NRD_S_B_ani00029_ani00029_00149.pt,1,0
Tp_S_NRD_S_B_ani00046_ani00046_01259.pt,1,0
Tp_S_NRD_S_B_ani00059_ani00059_00179.pt,1,0
Tp_S_NRD_S_B_ani00061_ani00061_00181.pt,1,0
Tp_S_NRD_S_B_ani00065_ani00065_00185.pt,1,0
Tp_S_NRD_S_B_ani20034_ani20034_02077.pt,1,0
Tp_S_NRD_S_B_arc00047_arc00047_01079.pt,1,0
Tp_S_NRD_S_B_arc00049_arc00049_01077.pt,1,0
Tp_S_NRD_S_B_arc00065_arc00065_01061.pt,1,0
Tp_S_NRD_S_B_arc20003_arc20003_01456.pt,1,0
Tp_S_NRD_S_B_arc20059_arc20059_01699.pt,1,0
Tp_S_NRD_S_B_arc20089_arc20089_02413.pt,1,0
Tp_S_NRD_S_B_art00070_art00070_01029.pt,1,0
Tp_S_NRD_S_B_art00086_art00086_01011.pt,1,0
Tp_S_NRD_S_B_art00089_art00089_01009.pt,1,0
Tp_S_NRD_S_B_ind00038_ind00038_01329.pt,1,0
Tp_S_NRD_S_B_ind00051_ind00051_00902.pt,1,0
Tp_S_NRD_S_B_ind00055_ind00055_01344.pt,1,0
Tp_S_NRD_S_B_nat00088_nat00088_00996.pt,1,0
Tp_S_NRD_S_B_pla20048_pla20048_02379.pt,1,0
Tp_S_NRD_S_B_sec00001_sec00001_01431.pt,1,0
Tp_D_CRN_S_N_arc00059_art00049_11823.pt,1,0
Tp_D_CRN_S_N_arc00062_ani00005_11499.pt,1,0
Tp_D_CRN_S_N_arc00078_art00092_11881.pt,1,0
Tp_D_CRN_S_N_art00027_art00013_00695.pt,1,0
Tp_D_CRN_S_N_art00081_ani00098_00491.pt,1,0
Tp_D_CRN_S_N_art10111_art10112_11563.pt,1,0
Tp_D_CRN_S_N_art20026_art20025_01832.pt,1,0
Tp_D_CRN_S_N_cha00026_art00013_00500.pt,1,0
Tp_D_CRN_S_N_cha00028_art00013_00499.pt,1,0
Tp_D_CRN_S_N_cha00029_art00013_00501.pt,1,0
Tp_D_CRN_S_N_cha00036_art00053_11741.pt,1,0
Tp_D_CRN_S_N_cha00036_art00076_11740.pt,1,0
Tp_D_CRN_S_N_cha00053_art00014_11817.pt,1,0
Tp_D_CRN_S_N_cha00055_ani00013_00375.pt,1,0
Tp_D_CRN_S_N_cha00067_art00014_11821.pt,1,0
Tp_D_CRN_S_N_cha00075_cha00086_10868.pt,1,0
Tp_D_CRN_S_N_cha00093_ani00081_10408.pt,1,0
Tp_D_CRN_S_N_cha10149_cha10148_12225.pt,1,0
Tp_D_CRN_S_N_cha10150_cha00040_12221.pt,1,0
Tp_D_CRN_S_N_cha10159_cha00086_12329.pt,1,0
Tp_D_CRN_S_N_cha10168_cha10166_12300.pt,1,0
Tp_D_CRN_S_N_cha10169_cha10171_12290.pt,1,0
Tp_D_CRN_S_N_cha10208_cha10207_12342.pt,1,0
Tp_S_NNN_S_N_ani20010_ani20010_02053.pt,1,0
Tp_S_NNN_S_N_ani20013_ani20013_02056.pt,1,0
Tp_S_NNN_S_N_ani20014_ani20014_02057.pt,1,0
Tp_S_NNN_S_N_ani20020_ani20020_02063.pt,1,0
Tp_S_NNN_S_N_ani20020_ani20020_02439.pt,1,0
Tp_S_NNN_S_N_ani20022_ani20022_02065.pt,1,0
Tp_S_NNN_S_N_ani20027_ani20027_02070.pt,1,0
Tp_S_NNN_S_N_ani20041_ani20041_02085.pt,1,0
Tp_S_NNN_S_N_ani20042_ani20042_02084.pt,1,0
Tp_S_NNN_S_N_ani20045_ani20045_02088.pt,1,0
Tp_S_NNN_S_N_ani20049_ani20049_02092.pt,1,0
Tp_S_NNN_S_N_ani20062_ani20062_02104.pt,1,0
Tp_S_NNN_S_N_ani20064_ani20064_02106.pt,1,0
Tp_S_NRN_S_N_ind00038_ind00038_10912.pt,1,0
Tp_S_NRN_S_N_ind00040_ind00040_00451.pt,1,0
Tp_S_NRN_S_N_ind00042_ind00042_10885.pt,1,0
Tp_S_NRN_S_N_ind00043_ind00043_10890.pt,1,0
Tp_S_NRN_S_N_ind00044_ind00044_10895.pt,1,0
Tp_S_NRN_S_N_ind00047_ind00047_10893.pt,1,0
Tp_S_NRN_S_N_ind00053_ind00053_10903.pt,1,0
Tp_S_NRN_S_N_ind00055_ind00055_00905.pt,1,0
Tp_S_NRN_S_N_ind00058_ind00058_10426.pt,1,0
Tp_S_NRN_S_N_ind00061_ind00061_10711.pt,1,0
Tp_S_NRN_S_N_ind00065_ind00065_10687.pt,1,0
Tp_S_NRN_S_N_ind00067_ind00067_10689.pt,1,0
Tp_S_NRN_S_N_ind00072_ind00072_10698.pt,1,0
Tp_S_NRN_S_N_ind00077_ind00077_10681.pt,1,0
Tp_S_NRN_S_N_ind00078_ind00078_10663.pt,1,0
Tp_D_NRN_M_N_sec00062_cha00052_11407.pt,1,0
Tp_D_NRN_M_N_sec00064_cha00070_11408.pt,1,0
Tp_D_NRN_M_N_sec00076_pla00050_10389.pt,1,0
Tp_D_NRN_M_N_sec00087_cha00070_11469.pt,1,0
Tp_D_NRN_M_N_sec00089_cha00063_11489.pt,1,0
Tp_D_NRN_M_N_sec00090_sec00098_10336.pt,1,0
Tp_D_NRN_M_N_sec10101_art00098_10346.pt,1,0
Tp_D_NRN_M_N_sec10106_sec10109_10332.pt,1,0
Tp_D_NRN_M_N_sec10112_art00098_10343.pt,1,0
Tp_D_NRN_M_N_sec10115_cha00070_11532.pt,1,0
Tp_D_NRN_M_N_txt00006_txt00028_10849.pt,1,0
Tp_D_NRN_M_N_txt00059_pla00050_10390.pt,1,0
Tp_D_NRN_M_N_txt00065_sec00077_10391.pt,1,0
Tp_D_NRN_M_N_txt00068_txt10112_10109.pt,1,0
Tp_D_NRN_M_O_ani10104_ani10101_10021.pt,1,0
Tp_D_NRN_M_O_ani10105_ani10104_10022.pt,1,0
Tp_D_NRN_M_O_arc00018_arc00025_10016.pt,1,0
Tp_D_NRD_M_N_arc00010_nat00062_11177.pt,1,0
Tp_D_NRD_M_N_arc20052_xxx00000_02478.pt,1,0
Tp_D_NRD_M_N_art10018_art10017_20102.pt,1,0
Tp_D_NRD_M_O_arc20060_arc20059_01700.pt,1,0
Tp_D_NRD_M_O_sec20032_xxx00000_01622.pt,1,0
Tp_D_NRD_M_O_sec20087_sec20042_01677.pt,1,0
Tp_D_NRD_S_B_ani20039_nat20042_02443.pt,1,0
Tp_D_NRD_S_B_arc00031_cha00027_00251.pt,1,0
Tp_D_NRD_S_B_arc00096_arc00045_11798.pt,1,0
Tp_D_NRD_S_B_arc20047_nat20042_02476.pt,1,0
Tp_D_NRD_S_B_arc20100_xxx00000_02185.pt,1,0
Tp_D_NRD_S_B_art00091_ind00098_01389.pt,1,0
Tp_D_NRD_S_B_art20007_arc20009_01813.pt,1,0
Tp_S_NNN_S_N_ind00080_ind00080_00478.pt,1,0
Tp_S_NNN_S_N_ind00081_ind00081_01365.pt,1,0
Tp_S_NNN_S_N_ind00084_ind00084_00914.pt,1,0
Tp_S_NNN_S_N_ind00084_ind00084_01368.pt,1,0
Tp_S_NNN_S_N_ind00087_ind00087_01371.pt,1,0
Tp_S_NNN_S_N_ind00089_ind00089_01372.pt,1,0
Tp_S_NNN_S_N_ind00094_ind00094_10654.pt,1,0
Tp_S_NNN_S_N_ind00100_ind00100_00917.pt,1,0
Tp_S_NNN_S_N_ind20003_ind20003_01744.pt,1,0
Tp_S_NNN_S_N_ind20004_ind20004_02264.pt,1,0
Tp_S_NNN_S_N_ind20005_ind20005_01746.pt,1,0
Tp_S_NNN_S_N_ind20013_ind20013_02272.pt,1,0
Tp_S_NNN_S_N_ind20019_ind20019_02276.pt,1,0
Tp_S_NNN_S_N_ind20020_ind20020_01761.pt,1,0
Tp_S_NNN_S_N_ind20022_ind20022_02279.pt,1,0
Tp_S_NNN_S_N_ind20025_ind20025_01766.pt,1,0
Tp_S_NNN_S_N_ind20027_ind20027_01768.pt,1,0
Tp_S_NNN_S_N_ind20030_ind20030_02285.pt,1,0
Tp_S_NNN_S_N_ind20031_ind20031_01772.pt,1,0
Tp_S_NNN_S_N_ind20037_ind20037_02289.pt,1,0
Tp_S_NNN_S_N_ind20038_ind20038_01779.pt,1,0
Tp_S_NNN_S_N_ind20039_ind20039_01780.pt,1,0
Tp_S_NNN_S_N_ind20042_ind20042_01783.pt,1,0
Tp_S_NNN_S_N_ind20056_ind20056_01797.pt,1,0
Tp_S_CRN_S_M_pla00060_pla00060_11222.pt,1,0
Tp_S_CRN_S_N_ani00011_ani00011_00131.pt,1,0
Tp_S_CRN_S_N_ani00053_ani00053_00173.pt,1,0
Tp_S_CRN_S_N_ani00054_ani00054_00174.pt,1,0
Tp_S_CRN_S_N_ani00088_ani00088_10138.pt,1,1
Tp_S_CRN_S_N_ani10119_ani10119_11608.pt,1,1
Tp_S_CRN_S_N_ani10141_ani10141_12480.pt,1,1
Tp_S_CRN_S_N_ani10154_ani10154_12464.pt,1,1
Tp_S_CRN_S_N_ani10155_ani10155_12485.pt,1,1
Tp_S_CRN_S_N_ani10203_ani10203_12420.pt,1,1
Tp_S_CRN_S_N_ani10206_ani10206_12415.pt,1,1
Tp_S_CRN_S_N_ani10221_ani10221_12393.pt,1,1
Tp_S_CRN_S_N_arc00062_arc00062_11495.pt,1,1
Tp_S_CRN_S_N_arc00085_arc00085_10728.pt,1,1
Tp_S_CRN_S_N_arc00098_arc00098_11795.pt,1,1
Tp_S_CRN_S_N_arc10127_arc10127_11891.pt,1,1
Tp_S_CRN_S_N_arc10130_arc10130_11897.pt,1,1
Tp_S_CRN_S_N_arc10130_arc10130_11898.pt,1,1
Tp_S_CRN_S_N_arc20043_arc20043_02179.pt,1,1
Tp_S_CRN_S_N_art00005_art00005_11792.pt,1,1
Tp_S_CRN_S_N_art00005_art00005_11793.pt,1,1
Tp_S_CRN_S_N_art00015_art00015_01204.pt,1,1
Tp_S_CRN_S_N_art00016_art00016_10274.pt,1,1
Tp_S_CRN_S_N_art00035_art00035_10468.pt,1,1
Tp_S_NND_S_N_arc20020_arc20020_02470.pt,1,1
Tp_S_NND_S_N_arc20026_arc20026_01479.pt,1,1
Tp_S_NND_S_N_arc20076_arc20076_01716.pt,1,1
Tp_S_NND_S_N_arc20094_arc20094_01734.pt,1,1
Tp_S_NND_S_N_arc20097_arc20097_01737.pt,1,1
Tp_S_NND_S_N_art00025_art00025_01212.pt,1,1
Tp_S_NND_S_N_art00077_art00077_01394.pt,1,1
Tp_S_NND_S_N_art00078_art00078_01246.pt,1,1
Tp_S_NND_S_N_art20014_art20014_01820.pt,1,1
Tp_S_NND_S_N_art20020_art20020_01826.pt,1,1
Tp_S_NND_S_N_art20055_art20055_02330.pt,1,1
Tp_S_NND_S_N_art20063_art20063_02326.pt,1,1
Tp_S_NND_S_N_cha00067_cha00067_00858.pt,1,1
Tp_S_NND_S_N_cha10144_cha10144_12231.pt,1,1
Tp_S_NND_S_N_cha20003_cha20003_02418.pt,1,1
Tp_D_NRN_S_N_nat00041_art00025_11430.pt,1,1
Tp_D_NRN_S_N_nat00044_ani00005_11435.pt,1,1
Tp_D_NRN_S_N_nat00062_ani00058_11418.pt,1,1
Tp_D_NRN_S_N_nat00063_nat00061_11436.pt,1,1
Tp_D_NRN_S_N_nat00076_nat00086_10081.pt,1,1
Tp_D_NRN_S_N_nat00099_ani00078_10527.pt,1,1
Tp_D_NRN_S_N_nat10109_pla00020_11355.pt,1,1
Tp_D_NRN_S_N_nat10115_cha00052_11477.pt,1,1
Tp_D_NRN_S_N_nat10116_cha00086_11371.pt,1,1
Tp_D_NRN_S_N_nat10123_ani00017_11411.pt,1,1
Tp_D_NRN_S_N_nat10125_ani00005_11635.pt,1,1
Tp_D_NRN_S_N_nat10126_ani10123_11651.pt,1,1
Tp_D_NRN_S_N_nat10131_ani00005_11903.pt,1,1
Tp_D_NRN_S_N_nat10131_ani00070_11902.pt,1,1
Tp_D_NRN_S_N_nat10139_ani00005_11950.pt,1,1
Tp_D_NRN_S_N_nat10139_ani00058_11951.pt,1,1
Tp_D_NRN_S_N_nat10140_arc10125_11958.pt,1,1
Tp_D_NRN_S_N_nat10145_ani00021_11987.pt,1,1
Tp_S_NNN_S_B_sec20008_sec20008_02118.pt,1,1
Tp_S_NNN_S_B_sec20062_sec20062_01652.pt,1,1
Tp_S_NNN_S_B_txt00021_txt00021_20037.pt,1,1
Tp_S_NNN_S_B_txt00026_txt00026_01271.pt,1,1
Tp_S_NNN_S_B_txt00028_txt00028_20117.pt,1,1
Tp_S_NNN_S_B_txt00079_txt00079_01288.pt,1,1
Tp_S_NNN_S_B_txt00092_txt00092_00691.pt,1,1
Tp_S_NNN_S_M_ind00055_ind00055_10907.pt,1,1
Tp_S_NNN_S_N_ani00004_ani00004_00124.pt,1,1
Tp_S_NNN_S_N_ani00006_ani00006_00833.pt,1,1
Tp_S_NNN_S_N_ani00007_ani00007_00127.pt,1,1
Tp_S_NNN_S_N_ani00008_ani00008_00128.pt,1,1
Tp_S_NNN_S_N_ani00031_ani00031_00151.pt,1,1
Tp_S_NNN_S_N_ani00034_ani00034_00154.pt,1,1
Tp_S_NNN_S_N_ani00040_ani00040_00160.pt,1,1
Tp_S_NNN_S_N_ani00043_ani00043_00163.pt,1,1
Tp_S_NNN_S_N_ani00044_ani00044_00830.pt,1,1
Tp_S_NNN_S_N_ani00046_ani00046_00829.pt,1,1
Tp_S_NNN_S_N_ani00049_ani00049_01258.pt,1,1
Tp_S_NNN_S_N_ani00050_ani00050_10223.pt,1,1
Tp_S_NNN_S_N_ani00051_ani00051_00171.pt,1,1
Tp_S_NNN_S_N_ani00076_ani00076_00824.pt,1,1
Tp_S_NNN_S_N_ani00077_ani00077_00197.pt,1,1
Tp_S_NNN_S_N_ani00081_ani00081_00819.pt,1,1
Tp_S_NNN_S_N_ani00084_ani00084_00817.pt,1,1
Tp_S_NNN_S_N_sec00035_sec00035_00801.pt,1,1
Tp_S_NNN_S_N_sec00035_sec00035_11249.pt,1,1
Tp_S_NNN_S_N_sec00036_sec00036_10504.pt,1,1
Tp_S_NNN_S_N_sec00037_sec00037_00763.pt,1,1
Tp_S_NNN_S_N_sec00038_sec00038_00800.pt,1,1
Tp_S_NNN_S_N_sec00046_sec00046_00734.pt,1,1
Tp_S_NNN_S_N_sec00049_sec00049_00791.pt,1,1
Tp_S_NNN_S_N_sec00053_sec00053_00733.pt,1,1
Tp_S_NNN_S_N_sec00055_sec00055_00789.pt,1,1
Tp_S_NNN_S_N_sec00063_sec00063_00743.pt,1,1
Tp_S_NNN_S_N_sec00064_sec00064_11259.pt,1,1
Tp_S_NNN_S_N_sec00065_sec00065_10382.pt,1,1
