,image_patch,mask_patch,label,fold,ela,root_dir
1268,Au/Au_arc_30346.jpg,,0,1,Au/Au_arc_30346_ela.jpg,CASIA_2.0
2275,Au/Au_nat_30268.jpg,,0,1,Au/Au_nat_30268_ela.jpg,CASIA_2.0
2509,Au/Au_cha_30427.jpg,,0,1,Au/Au_cha_30427_ela.jpg,CASIA_2.0
1921,Au/Au_sec_30692.jpg,,0,1,Au/Au_sec_30692_ela.jpg,CASIA_2.0
2472,Au/Au_arc_30694.jpg,,0,1,Au/Au_arc_30694_ela.jpg,CASIA_2.0
2301,Au/Au_sec_30280.jpg,,0,1,Au/Au_sec_30280_ela.jpg,CASIA_2.0
2407,Au/Au_pla_30058.jpg,,0,1,Au/Au_pla_30058_ela.jpg,CASIA_2.0
1241,Au/Au_arc_30091.jpg,,0,1,Au/Au_arc_30091_ela.jpg,CASIA_2.0
2088,Au/Au_pla_30194.jpg,,0,1,Au/Au_pla_30194_ela.jpg,CASIA_2.0
2508,Au/Au_ani_30485.jpg,,0,1,Au/Au_ani_30485_ela.jpg,CASIA_2.0
1878,Au/Au_cha_30691.jpg,,0,1,Au/Au_cha_30691_ela.jpg,CASIA_2.0
1829,Au/Au_sec_30560.jpg,,0,1,Au/Au_sec_30560_ela.jpg,CASIA_2.0
1657,Au/Au_nat_30345.jpg,,0,1,Au/Au_nat_30345_ela.jpg,CASIA_2.0
2318,Au/Au_ani_00030.jpg,,0,1,Au/Au_ani_00030_ela.jpg,CASIA_2.0
1982,Au/Au_txt_30021.jpg,,0,1,Au/Au_txt_30021_ela.jpg,CASIA_2.0
2466,Au/Au_nat_30175.jpg,,0,1,Au/Au_nat_30175_ela.jpg,CASIA_2.0
2222,Au/Au_pla_30312.jpg,,0,1,Au/Au_pla_30312_ela.jpg,CASIA_2.0
1585,Au/Au_art_30592.jpg,,0,1,Au/Au_art_30592_ela.jpg,CASIA_2.0
1403,Au/Au_cha_00081.jpg,,0,1,Au/Au_cha_00081_ela.jpg,CASIA_2.0
1663,Au/Au_pla_30119.jpg,,0,1,Au/Au_pla_30119_ela.jpg,CASIA_2.0
1363,Au/Au_art_20037.jpg,,0,1,Au/Au_art_20037_ela.jpg,CASIA_2.0
1722,Au/Au_txt_00064.jpg,,0,1,Au/Au_txt_00064_ela.jpg,CASIA_2.0
1507,Au/Au_arc_30172.jpg,,0,1,Au/Au_arc_30172_ela.jpg,CASIA_2.0
1370,Au/Au_cha_30639.jpg,,0,1,Au/Au_cha_30639_ela.jpg,CASIA_2.0
2488,Au/Au_sec_30392.jpg,,0,1,Au/Au_sec_30392_ela.jpg,CASIA_2.0
2053,Au/Au_sec_30706.jpg,,0,1,Au/Au_sec_30706_ela.jpg,CASIA_2.0
1676,Au/Au_arc_30220.jpg,,0,1,Au/Au_arc_30220_ela.jpg,CASIA_2.0
2527,Au/Au_pla_30400.jpg,,0,1,Au/Au_pla_30400_ela.jpg,CASIA_2.0
1375,Au/Au_ani_30098.jpg,,0,1,Au/Au_ani_30098_ela.jpg,CASIA_2.0
1735,Au/Au_nat_30219.jpg,,0,1,Au/Au_nat_30219_ela.jpg,CASIA_2.0
1759,Au/Au_sec_30060.jpg,,0,1,Au/Au_sec_30060_ela.jpg,CASIA_2.0
2361,Au/Au_cha_30449.jpg,,0,1,Au/Au_cha_30449_ela.jpg,CASIA_2.0
1535,Au/Au_arc_20050.jpg,,0,1,Au/Au_arc_20050_ela.jpg,CASIA_2.0
2405,Au/Au_cha_30420.jpg,,0,1,Au/Au_cha_30420_ela.jpg,CASIA_2.0
2135,Au/Au_pla_00017.jpg,,0,1,Au/Au_pla_00017_ela.jpg,CASIA_2.0
1753,Au/Au_ani_30735.jpg,,0,1,Au/Au_ani_30735_ela.jpg,CASIA_2.0
2521,Au/Au_art_00071.jpg,,0,1,Au/Au_art_00071_ela.jpg,CASIA_2.0
1511,Au/Au_cha_30405.jpg,,0,1,Au/Au_cha_30405_ela.jpg,CASIA_2.0
1449,Au/Au_art_00072.jpg,,0,1,Au/Au_art_00072_ela.jpg,CASIA_2.0
1693,Au/Au_pla_30405.jpg,,0,1,Au/Au_pla_30405_ela.jpg,CASIA_2.0
1439,Au/Au_ind_00055.jpg,,0,1,Au/Au_ind_00055_ela.jpg,CASIA_2.0
1651,Au/Au_ani_30339.jpg,,0,1,Au/Au_ani_30339_ela.jpg,CASIA_2.0
1417,Au/Au_art_30349.jpg,,0,1,Au/Au_art_30349_ela.jpg,CASIA_2.0
1555,Au/Au_arc_30072.jpg,,0,1,Au/Au_arc_30072_ela.jpg,CASIA_2.0
2323,Au/Au_nat_30097.jpg,,0,1,Au/Au_nat_30097_ela.jpg,CASIA_2.0
2413,Au/Au_arc_00067.jpg,,0,1,Au/Au_arc_00067_ela.jpg,CASIA_2.0
1351,Au/Au_ind_00097.jpg,,0,1,Au/Au_ind_00097_ela.jpg,CASIA_2.0
1547,Au/Au_arc_30499.jpg,,0,1,Au/Au_arc_30499_ela.jpg,CASIA_2.0
2099,Au/Au_sec_30018.jpg,,0,1,Au/Au_sec_30018_ela.jpg,CASIA_2.0
2362,Au/Au_art_00035.jpg,,0,1,Au/Au_art_00035_ela.jpg,CASIA_2.0
1820,Au/Au_sec_30104.jpg,,0,1,Au/Au_sec_30104_ela.jpg,CASIA_2.0
1801,Au/Au_sec_30518.jpg,,0,1,Au/Au_sec_30518_ela.jpg,CASIA_2.0
2278,Au/Au_ani_30014.jpg,,0,1,Au/Au_ani_30014_ela.jpg,CASIA_2.0
2126,Au/Au_sec_00099.jpg,,0,1,Au/Au_sec_00099_ela.jpg,CASIA_2.0
2103,Au/Au_cha_30526.jpg,,0,1,Au/Au_cha_30526_ela.jpg,CASIA_2.0
1479,Au/Au_nat_30690.jpg,,0,1,Au/Au_nat_30690_ela.jpg,CASIA_2.0
2251,Au/Au_pla_00054.jpg,,0,1,Au/Au_pla_00054_ela.jpg,CASIA_2.0
2327,Au/Au_arc_30700.jpg,,0,1,Au/Au_arc_30700_ela.jpg,CASIA_2.0
1254,Au/Au_cha_30126.jpg,,0,1,Au/Au_cha_30126_ela.jpg,CASIA_2.0
1737,Au/Au_pla_30061.jpg,,0,1,Au/Au_pla_30061_ela.jpg,CASIA_2.0
2152,Au/Au_txt_00017.jpg,,0,1,Au/Au_txt_00017_ela.jpg,CASIA_2.0
2141,Au/Au_cha_30511.jpg,,0,1,Au/Au_cha_30511_ela.jpg,CASIA_2.0
2336,Au/Au_art_30551.jpg,,0,1,Au/Au_art_30551_ela.jpg,CASIA_2.0
1629,Au/Au_nat_30572.jpg,,0,1,Au/Au_nat_30572_ela.jpg,CASIA_2.0
1456,Au/Au_arc_30099.jpg,,0,1,Au/Au_arc_30099_ela.jpg,CASIA_2.0
2455,Au/Au_pla_30321.jpg,,0,1,Au/Au_pla_30321_ela.jpg,CASIA_2.0
1408,Au/Au_arc_30154.jpg,,0,1,Au/Au_arc_30154_ela.jpg,CASIA_2.0
1554,Au/Au_arc_30473.jpg,,0,1,Au/Au_arc_30473_ela.jpg,CASIA_2.0
2196,Au/Au_sec_20074.jpg,,0,1,Au/Au_sec_20074_ela.jpg,CASIA_2.0
1526,Au/Au_sec_20022.jpg,,0,1,Au/Au_sec_20022_ela.jpg,CASIA_2.0
2377,Au/Au_arc_30684.jpg,,0,1,Au/Au_arc_30684_ela.jpg,CASIA_2.0
2255,Au/Au_ani_30020.jpg,,0,1,Au/Au_ani_30020_ela.jpg,CASIA_2.0
2440,Au/Au_nat_30340.jpg,,0,1,Au/Au_nat_30340_ela.jpg,CASIA_2.0
2265,Au/Au_nat_30059.jpg,,0,1,Au/Au_nat_30059_ela.jpg,CASIA_2.0
2116,Au/Au_nat_30161.jpg,,0,1,Au/Au_nat_30161_ela.jpg,CASIA_2.0
1776,Au/Au_sec_30413.jpg,,0,1,Au/Au_sec_30413_ela.jpg,CASIA_2.0
1824,Au/Au_txt_30010.jpg,,0,1,Au/Au_txt_30010_ela.jpg,CASIA_2.0
1726,Au/Au_arc_30280.jpg,,0,1,Au/Au_arc_30280_ela.jpg,CASIA_2.0
1862,Au/Au_pla_30137.jpg,,0,1,Au/Au_pla_30137_ela.jpg,CASIA_2.0
1349,Au/Au_cha_30541.jpg,,0,1,Au/Au_cha_30541_ela.jpg,CASIA_2.0
2204,Au/Au_arc_30163.jpg,,0,1,Au/Au_arc_30163_ela.jpg,CASIA_2.0
1462,Au/Au_sec_30698.jpg,,0,1,Au/Au_sec_30698_ela.jpg,CASIA_2.0
2463,Au/Au_ind_30006.jpg,,0,1,Au/Au_ind_30006_ela.jpg,CASIA_2.0
2107,Au/Au_arc_30349.jpg,,0,1,Au/Au_arc_30349_ela.jpg,CASIA_2.0
2106,Au/Au_arc_30837.jpg,,0,1,Au/Au_arc_30837_ela.jpg,CASIA_2.0
1935,Au/Au_ind_30107.jpg,,0,1,Au/Au_ind_30107_ela.jpg,CASIA_2.0
2004,Au/Au_cha_30428.jpg,,0,1,Au/Au_cha_30428_ela.jpg,CASIA_2.0
2335,Au/Au_arc_30523.jpg,,0,1,Au/Au_arc_30523_ela.jpg,CASIA_2.0
1917,Au/Au_arc_30140.jpg,,0,1,Au/Au_arc_30140_ela.jpg,CASIA_2.0
2447,Au/Au_ind_30112.jpg,,0,1,Au/Au_ind_30112_ela.jpg,CASIA_2.0
1418,Au/Au_nat_20084.jpg,,0,1,Au/Au_nat_20084_ela.jpg,CASIA_2.0
2249,Au/Au_pla_30711.jpg,,0,1,Au/Au_pla_30711_ela.jpg,CASIA_2.0
1505,Au/Au_arc_30799.jpg,,0,1,Au/Au_arc_30799_ela.jpg,CASIA_2.0
1985,Au/Au_ani_30551.jpg,,0,1,Au/Au_ani_30551_ela.jpg,CASIA_2.0
1488,Au/Au_nat_00071.jpg,,0,1,Au/Au_nat_00071_ela.jpg,CASIA_2.0
1792,Au/Au_pla_30654.jpg,,0,1,Au/Au_pla_30654_ela.jpg,CASIA_2.0
1266,Au/Au_sec_30316.jpg,,0,1,Au/Au_sec_30316_ela.jpg,CASIA_2.0
2110,Au/Au_cha_30174.jpg,,0,1,Au/Au_cha_30174_ela.jpg,CASIA_2.0
1347,Au/Au_ind_30020.jpg,,0,1,Au/Au_ind_30020_ela.jpg,CASIA_2.0
2319,Au/Au_art_20043.jpg,,0,1,Au/Au_art_20043_ela.jpg,CASIA_2.0
2097,Au/Au_arc_30022.jpg,,0,1,Au/Au_arc_30022_ela.jpg,CASIA_2.0
1549,Au/Au_arc_30516.jpg,,0,1,Au/Au_arc_30516_ela.jpg,CASIA_2.0
1290,Au/Au_pla_30693.jpg,,0,1,Au/Au_pla_30693_ela.jpg,CASIA_2.0
2341,Au/Au_art_30336.jpg,,0,1,Au/Au_art_30336_ela.jpg,CASIA_2.0
1672,Au/Au_art_30593.jpg,,0,1,Au/Au_art_30593_ela.jpg,CASIA_2.0
1902,Au/Au_ind_30052.jpg,,0,1,Au/Au_ind_30052_ela.jpg,CASIA_2.0
1247,Au/Au_pla_30181.jpg,,0,1,Au/Au_pla_30181_ela.jpg,CASIA_2.0
1619,Au/Au_cha_10208.jpg,,0,1,Au/Au_cha_10208_ela.jpg,CASIA_2.0
1889,Au/Au_ind_00073.jpg,,0,1,Au/Au_ind_00073_ela.jpg,CASIA_2.0
1808,Au/Au_ani_00082.jpg,,0,1,Au/Au_ani_00082_ela.jpg,CASIA_2.0
1934,Au/Au_art_30643.jpg,,0,1,Au/Au_art_30643_ela.jpg,CASIA_2.0
1717,Au/Au_nat_10117.jpg,,0,1,Au/Au_nat_10117_ela.jpg,CASIA_2.0
1772,Au/Au_art_00093.jpg,,0,1,Au/Au_art_00093_ela.jpg,CASIA_2.0
1471,Au/Au_pla_30724.jpg,,0,1,Au/Au_pla_30724_ela.jpg,CASIA_2.0
1996,Au/Au_pla_30727.jpg,,0,1,Au/Au_pla_30727_ela.jpg,CASIA_2.0
1733,Au/Au_art_30013.jpg,,0,1,Au/Au_art_30013_ela.jpg,CASIA_2.0
1898,Au/Au_arc_20057.jpg,,0,1,Au/Au_arc_20057_ela.jpg,CASIA_2.0
1914,Au/Au_sec_30242.jpg,,0,1,Au/Au_sec_30242_ela.jpg,CASIA_2.0
1643,Au/Au_sec_20094.jpg,,0,1,Au/Au_sec_20094_ela.jpg,CASIA_2.0
2043,Au/Au_cha_30482.jpg,,0,1,Au/Au_cha_30482_ela.jpg,CASIA_2.0
1574,Au/Au_cha_30021.jpg,,0,1,Au/Au_cha_30021_ela.jpg,CASIA_2.0
1843,Au/Au_sec_00075.jpg,,0,1,Au/Au_sec_00075_ela.jpg,CASIA_2.0
2243,Au/Au_cha_30450.jpg,,0,1,Au/Au_cha_30450_ela.jpg,CASIA_2.0
1636,Au/Au_arc_20098.jpg,,0,1,Au/Au_arc_20098_ela.jpg,CASIA_2.0
1356,Au/Au_cha_30387.jpg,,0,1,Au/Au_cha_30387_ela.jpg,CASIA_2.0
1681,Au/Au_txt_00041.jpg,,0,1,Au/Au_txt_00041_ela.jpg,CASIA_2.0
2520,Au/Au_sec_30172.jpg,,0,1,Au/Au_sec_30172_ela.jpg,CASIA_2.0
1978,Au/Au_cha_30093.jpg,,0,1,Au/Au_cha_30093_ela.jpg,CASIA_2.0
1236,Au/Au_pla_30316.jpg,,0,1,Au/Au_pla_30316_ela.jpg,CASIA_2.0
1730,Au/Au_nat_30337.jpg,,0,1,Au/Au_nat_30337_ela.jpg,CASIA_2.0
1798,Au/Au_cha_30454.jpg,,0,1,Au/Au_cha_30454_ela.jpg,CASIA_2.0
1350,Au/Au_art_30469.jpg,,0,1,Au/Au_art_30469_ela.jpg,CASIA_2.0
2418,Au/Au_arc_30426.jpg,,0,1,Au/Au_arc_30426_ela.jpg,CASIA_2.0
2227,Au/Au_arc_30207.jpg,,0,1,Au/Au_arc_30207_ela.jpg,CASIA_2.0
1529,Au/Au_sec_30139.jpg,,0,1,Au/Au_sec_30139_ela.jpg,CASIA_2.0
1794,Au/Au_ani_20028.jpg,,0,1,Au/Au_ani_20028_ela.jpg,CASIA_2.0
2314,Au/Au_nat_30132.jpg,,0,1,Au/Au_nat_30132_ela.jpg,CASIA_2.0
2426,Au/Au_sec_00014.jpg,,0,1,Au/Au_sec_00014_ela.jpg,CASIA_2.0
1259,Au/Au_pla_30415.jpg,,0,1,Au/Au_pla_30415_ela.jpg,CASIA_2.0
2460,Au/Au_ani_00057.jpg,,0,1,Au/Au_ani_00057_ela.jpg,CASIA_2.0
2510,Au/Au_pla_30278.jpg,,0,1,Au/Au_pla_30278_ela.jpg,CASIA_2.0
1435,Au/Au_pla_30596.jpg,,0,1,Au/Au_pla_30596_ela.jpg,CASIA_2.0
1497,Au/Au_nat_30434.jpg,,0,1,Au/Au_nat_30434_ela.jpg,CASIA_2.0
1816,Au/Au_ani_10169.jpg,,0,1,Au/Au_ani_10169_ela.jpg,CASIA_2.0
2358,Au/Au_txt_00024.jpg,,0,1,Au/Au_txt_00024_ela.jpg,CASIA_2.0
2344,Au/Au_arc_30726.jpg,,0,1,Au/Au_arc_30726_ela.jpg,CASIA_2.0
2153,Au/Au_ani_00043.jpg,,0,1,Au/Au_ani_00043_ela.jpg,CASIA_2.0
1777,Au/Au_arc_30145.jpg,,0,1,Au/Au_arc_30145_ela.jpg,CASIA_2.0
1378,Au/Au_ani_30513.jpg,,0,1,Au/Au_ani_30513_ela.jpg,CASIA_2.0
2007,Au/Au_cha_00026.jpg,,0,1,Au/Au_cha_00026_ela.jpg,CASIA_2.0
2270,Au/Au_arc_30701.jpg,,0,1,Au/Au_arc_30701_ela.jpg,CASIA_2.0
1813,Au/Au_pla_20054.jpg,,0,1,Au/Au_pla_20054_ela.jpg,CASIA_2.0
1565,Au/Au_art_30627.jpg,,0,1,Au/Au_art_30627_ela.jpg,CASIA_2.0
2150,Au/Au_art_10103.jpg,,0,1,Au/Au_art_10103_ela.jpg,CASIA_2.0
2213,Au/Au_sec_30515.jpg,,0,1,Au/Au_sec_30515_ela.jpg,CASIA_2.0
2054,Au/Au_nat_30667.jpg,,0,1,Au/Au_nat_30667_ela.jpg,CASIA_2.0
2192,Au/Au_nat_30600.jpg,,0,1,Au/Au_nat_30600_ela.jpg,CASIA_2.0
1303,Au/Au_arc_00034.jpg,,0,1,Au/Au_arc_00034_ela.jpg,CASIA_2.0
1357,Au/Au_sec_30036.jpg,,0,1,Au/Au_sec_30036_ela.jpg,CASIA_2.0
1719,Au/Au_arc_30377.jpg,,0,1,Au/Au_arc_30377_ela.jpg,CASIA_2.0
2356,Au/Au_nat_30716.jpg,,0,1,Au/Au_nat_30716_ela.jpg,CASIA_2.0
2006,Au/Au_arc_30079.jpg,,0,1,Au/Au_arc_30079_ela.jpg,CASIA_2.0
1665,Au/Au_arc_30289.jpg,,0,1,Au/Au_arc_30289_ela.jpg,CASIA_2.0
2072,Au/Au_art_00042.jpg,,0,1,Au/Au_art_00042_ela.jpg,CASIA_2.0
1836,Au/Au_nat_10150.bmp,,0,1,Au/Au_nat_10150_ela.jpg,CASIA_2.0
1870,Au/Au_ani_30534.jpg,,0,1,Au/Au_ani_30534_ela.jpg,CASIA_2.0
1873,Au/Au_nat_20056.jpg,,0,1,Au/Au_nat_20056_ela.jpg,CASIA_2.0
1385,Au/Au_pla_30379.jpg,,0,1,Au/Au_pla_30379_ela.jpg,CASIA_2.0
1296,Au/Au_sec_00082.jpg,,0,1,Au/Au_sec_00082_ela.jpg,CASIA_2.0
2378,Au/Au_arc_10114.jpg,,0,1,Au/Au_arc_10114_ela.jpg,CASIA_2.0
1756,Au/Au_ind_30152.jpg,,0,1,Au/Au_ind_30152_ela.jpg,CASIA_2.0
1238,Au/Au_art_30553.jpg,,0,1,Au/Au_art_30553_ela.jpg,CASIA_2.0
1227,Au/Au_arc_30713.jpg,,0,1,Au/Au_arc_30713_ela.jpg,CASIA_2.0
2070,Au/Au_cha_30596.jpg,,0,1,Au/Au_cha_30596_ela.jpg,CASIA_2.0
1692,Au/Au_ani_30077.jpg,,0,1,Au/Au_ani_30077_ela.jpg,CASIA_2.0
2333,Au/Au_sec_30269.jpg,,0,1,Au/Au_sec_30269_ela.jpg,CASIA_2.0
