image_patch,mask_patch,label,fold,ela,data_root
image/NC2016_4399.jpg,mask/removal_NC2016_4399.jpg,1,2,image/NC2016_4399_ela.jpg,NIST16/nist16_full
image/NC2016_1718.jpg,mask/removal_NC2016_1718.jpg,1,2,image/NC2016_1718_ela.jpg,NIST16/nist16_full
image/NC2016_5240.jpg,mask/removal_NC2016_5240.jpg,1,2,image/NC2016_5240_ela.jpg,NIST16/nist16_full
image/NC2016_1893.jpg,mask/removal_NC2016_1893.jpg,1,2,image/NC2016_1893_ela.jpg,NIST16/nist16_full
image/NC2016_6519.jpg,mask/removal_NC2016_6519.jpg,1,2,image/NC2016_6519_ela.jpg,NIST16/nist16_full
image/NC2016_4427.jpg,mask/removal_NC2016_4427.jpg,1,2,image/NC2016_4427_ela.jpg,NIST16/nist16_full
image/NC2016_0766.jpg,mask/removal_NC2016_0766.jpg,1,2,image/NC2016_0766_ela.jpg,NIST16/nist16_full
image/NC2016_5929.jpg,mask/removal_NC2016_5929.jpg,1,2,image/NC2016_5929_ela.jpg,NIST16/nist16_full
image/NC2016_9038.jpg,mask/removal_NC2016_9038.jpg,1,2,image/NC2016_9038_ela.jpg,NIST16/nist16_full
image/NC2016_0758.jpg,mask/removal_NC2016_0758.jpg,1,2,image/NC2016_0758_ela.jpg,NIST16/nist16_full
image/NC2016_2031.jpg,mask/removal_NC2016_2031.jpg,1,2,image/NC2016_2031_ela.jpg,NIST16/nist16_full
image/NC2016_6233.jpg,mask/removal_NC2016_6233.jpg,1,2,image/NC2016_6233_ela.jpg,NIST16/nist16_full
image/NC2016_4166.jpg,mask/removal_NC2016_4166.jpg,1,2,image/NC2016_4166_ela.jpg,NIST16/nist16_full
image/NC2016_5307.jpg,mask/removal_NC2016_5307.jpg,1,2,image/NC2016_5307_ela.jpg,NIST16/nist16_full
image/NC2016_4620.jpg,mask/removal_NC2016_4620.jpg,1,2,image/NC2016_4620_ela.jpg,NIST16/nist16_full
image/NC2016_9347.jpg,mask/removal_NC2016_9347.jpg,1,2,image/NC2016_9347_ela.jpg,NIST16/nist16_full
image/NC2016_5300.jpg,mask/removal_NC2016_5300.jpg,1,2,image/NC2016_5300_ela.jpg,NIST16/nist16_full
image/NC2016_6623.jpg,mask/removal_NC2016_6623.jpg,1,2,image/NC2016_6623_ela.jpg,NIST16/nist16_full
image/NC2016_5275.jpg,mask/removal_NC2016_5275.jpg,1,2,image/NC2016_5275_ela.jpg,NIST16/nist16_full
image/NC2016_4962.jpg,mask/removal_NC2016_4962.jpg,1,2,image/NC2016_4962_ela.jpg,NIST16/nist16_full
image/NC2016_4326.jpg,mask/removal_NC2016_4326.jpg,1,2,image/NC2016_4326_ela.jpg,NIST16/nist16_full
image/NC2016_4937.jpg,mask/removal_NC2016_4937.jpg,1,2,image/NC2016_4937_ela.jpg,NIST16/nist16_full
image/NC2016_0313.jpg,mask/removal_NC2016_0313.jpg,1,2,image/NC2016_0313_ela.jpg,NIST16/nist16_full
image/NC2016_0128.jpg,mask/splice_NC2016_0128.jpg,1,2,image/NC2016_0128_ela.jpg,NIST16/nist16_full
image/NC2016_0130.jpg,mask/splice_NC2016_0130.jpg,1,2,image/NC2016_0130_ela.jpg,NIST16/nist16_full
image/NC2016_0222.jpg,mask/splice_NC2016_0222.jpg,1,2,image/NC2016_0222_ela.jpg,NIST16/nist16_full
image/NC2016_0278.jpg,mask/splice_NC2016_0278.jpg,1,2,image/NC2016_0278_ela.jpg,NIST16/nist16_full
image/NC2016_0342.jpg,mask/splice_NC2016_0342.jpg,1,2,image/NC2016_0342_ela.jpg,NIST16/nist16_full
image/NC2016_0459.jpg,mask/splice_NC2016_0459.jpg,1,2,image/NC2016_0459_ela.jpg,NIST16/nist16_full
image/NC2016_0484.jpg,mask/splice_NC2016_0484.jpg,1,2,image/NC2016_0484_ela.jpg,NIST16/nist16_full
image/NC2016_0994.jpg,mask/splice_NC2016_0994.jpg,1,2,image/NC2016_0994_ela.jpg,NIST16/nist16_full
image/NC2016_1165.jpg,mask/splice_NC2016_1165.jpg,1,2,image/NC2016_1165_ela.jpg,NIST16/nist16_full
image/NC2016_1217.jpg,mask/splice_NC2016_1217.jpg,1,2,image/NC2016_1217_ela.jpg,NIST16/nist16_full
image/NC2016_1264.jpg,mask/splice_NC2016_1264.jpg,1,2,image/NC2016_1264_ela.jpg,NIST16/nist16_full
image/NC2016_1289.jpg,mask/splice_NC2016_1289.jpg,1,2,image/NC2016_1289_ela.jpg,NIST16/nist16_full
image/NC2016_1515.jpg,mask/splice_NC2016_1515.jpg,1,2,image/NC2016_1515_ela.jpg,NIST16/nist16_full
image/NC2016_1520.jpg,mask/splice_NC2016_1520.jpg,1,3,image/NC2016_1520_ela.jpg,NIST16/nist16_full
image/NC2016_1545.jpg,mask/splice_NC2016_1545.jpg,1,3,image/NC2016_1545_ela.jpg,NIST16/nist16_full
image/NC2016_1572.jpg,mask/splice_NC2016_1572.jpg,1,3,image/NC2016_1572_ela.jpg,NIST16/nist16_full
image/NC2016_1720.jpg,mask/splice_NC2016_1720.jpg,1,3,image/NC2016_1720_ela.jpg,NIST16/nist16_full
image/NC2016_1764.jpg,mask/splice_NC2016_1764.jpg,1,3,image/NC2016_1764_ela.jpg,NIST16/nist16_full
image/NC2016_1868.jpg,mask/splice_NC2016_1868.jpg,1,3,image/NC2016_1868_ela.jpg,NIST16/nist16_full
image/NC2016_1986.jpg,mask/splice_NC2016_1986.jpg,1,3,image/NC2016_1986_ela.jpg,NIST16/nist16_full
image/NC2016_2051.jpg,mask/splice_NC2016_2051.jpg,1,3,image/NC2016_2051_ela.jpg,NIST16/nist16_full
image/NC2016_2126.jpg,mask/splice_NC2016_2126.jpg,1,3,image/NC2016_2126_ela.jpg,NIST16/nist16_full
image/NC2016_2354.jpg,mask/splice_NC2016_2354.jpg,1,3,image/NC2016_2354_ela.jpg,NIST16/nist16_full
image/NC2016_2512.jpg,mask/splice_NC2016_2512.jpg,1,3,image/NC2016_2512_ela.jpg,NIST16/nist16_full
image/NC2016_2624.jpg,mask/splice_NC2016_2624.jpg,1,3,image/NC2016_2624_ela.jpg,NIST16/nist16_full
image/NC2016_2907.jpg,mask/splice_NC2016_2907.jpg,1,3,image/NC2016_2907_ela.jpg,NIST16/nist16_full
image/NC2016_3304.jpg,mask/splice_NC2016_3304.jpg,1,3,image/NC2016_3304_ela.jpg,NIST16/nist16_full
image/NC2016_3335.jpg,mask/splice_NC2016_3335.jpg,1,3,image/NC2016_3335_ela.jpg,NIST16/nist16_full
image/NC2016_3382.jpg,mask/splice_NC2016_3382.jpg,1,3,image/NC2016_3382_ela.jpg,NIST16/nist16_full
image/NC2016_3612.jpg,mask/splice_NC2016_3612.jpg,1,3,image/NC2016_3612_ela.jpg,NIST16/nist16_full
image/NC2016_3704.jpg,mask/splice_NC2016_3704.jpg,1,3,image/NC2016_3704_ela.jpg,NIST16/nist16_full
image/NC2016_3707.jpg,mask/splice_NC2016_3707.jpg,1,3,image/NC2016_3707_ela.jpg,NIST16/nist16_full
image/NC2016_3732.jpg,mask/splice_NC2016_3732.jpg,1,3,image/NC2016_3732_ela.jpg,NIST16/nist16_full
image/NC2016_3832.jpg,mask/splice_NC2016_3832.jpg,1,3,image/NC2016_3832_ela.jpg,NIST16/nist16_full
image/NC2016_4084.jpg,mask/splice_NC2016_4084.jpg,1,3,image/NC2016_4084_ela.jpg,NIST16/nist16_full
image/NC2016_4327.jpg,mask/splice_NC2016_4327.jpg,1,3,image/NC2016_4327_ela.jpg,NIST16/nist16_full
image/NC2016_4360.jpg,mask/splice_NC2016_4360.jpg,1,3,image/NC2016_4360_ela.jpg,NIST16/nist16_full
image/NC2016_4428.jpg,mask/splice_NC2016_4428.jpg,1,3,image/NC2016_4428_ela.jpg,NIST16/nist16_full
image/NC2016_4534.jpg,mask/splice_NC2016_4534.jpg,1,3,image/NC2016_4534_ela.jpg,NIST16/nist16_full
image/NC2016_4571.jpg,mask/splice_NC2016_4571.jpg,1,3,image/NC2016_4571_ela.jpg,NIST16/nist16_full
image/NC2016_4621.jpg,mask/splice_NC2016_4621.jpg,1,3,image/NC2016_4621_ela.jpg,NIST16/nist16_full
image/NC2016_4699.jpg,mask/splice_NC2016_4699.jpg,1,3,image/NC2016_4699_ela.jpg,NIST16/nist16_full
image/NC2016_4804.jpg,mask/splice_NC2016_4804.jpg,1,3,image/NC2016_4804_ela.jpg,NIST16/nist16_full
image/NC2016_4883.jpg,mask/splice_NC2016_4883.jpg,1,3,image/NC2016_4883_ela.jpg,NIST16/nist16_full
image/NC2016_5131.jpg,mask/splice_NC2016_5131.jpg,1,3,image/NC2016_5131_ela.jpg,NIST16/nist16_full
image/NC2016_5397.jpg,mask/splice_NC2016_5397.jpg,1,3,image/NC2016_5397_ela.jpg,NIST16/nist16_full
image/NC2016_5892.jpg,mask/splice_NC2016_5892.jpg,1,3,image/NC2016_5892_ela.jpg,NIST16/nist16_full
image/NC2016_5921.jpg,mask/splice_NC2016_5921.jpg,1,3,image/NC2016_5921_ela.jpg,NIST16/nist16_full
image/NC2016_5937.jpg,mask/splice_NC2016_5937.jpg,1,3,image/NC2016_5937_ela.jpg,NIST16/nist16_full
image/NC2016_6011.jpg,mask/splice_NC2016_6011.jpg,1,3,image/NC2016_6011_ela.jpg,NIST16/nist16_full
image/NC2016_6116.jpg,mask/splice_NC2016_6116.jpg,1,3,image/NC2016_6116_ela.jpg,NIST16/nist16_full
image/NC2016_6142.jpg,mask/splice_NC2016_6142.jpg,1,3,image/NC2016_6142_ela.jpg,NIST16/nist16_full
image/NC2016_6260.jpg,mask/splice_NC2016_6260.jpg,1,4,image/NC2016_6260_ela.jpg,NIST16/nist16_full
image/NC2016_6312.jpg,mask/splice_NC2016_6312.jpg,1,4,image/NC2016_6312_ela.jpg,NIST16/nist16_full
image/NC2016_6343.jpg,mask/splice_NC2016_6343.jpg,1,4,image/NC2016_6343_ela.jpg,NIST16/nist16_full
image/NC2016_6391.jpg,mask/splice_NC2016_6391.jpg,1,4,image/NC2016_6391_ela.jpg,NIST16/nist16_full
image/NC2016_6849.jpg,mask/splice_NC2016_6849.jpg,1,4,image/NC2016_6849_ela.jpg,NIST16/nist16_full
image/NC2016_6888.jpg,mask/splice_NC2016_6888.jpg,1,4,image/NC2016_6888_ela.jpg,NIST16/nist16_full
image/NC2016_7023.jpg,mask/splice_NC2016_7023.jpg,1,4,image/NC2016_7023_ela.jpg,NIST16/nist16_full
image/NC2016_7095.jpg,mask/splice_NC2016_7095.jpg,1,4,image/NC2016_7095_ela.jpg,NIST16/nist16_full
image/NC2016_7352.jpg,mask/splice_NC2016_7352.jpg,1,4,image/NC2016_7352_ela.jpg,NIST16/nist16_full
image/NC2016_7359.jpg,mask/splice_NC2016_7359.jpg,1,4,image/NC2016_7359_ela.jpg,NIST16/nist16_full
image/NC2016_7398.jpg,mask/splice_NC2016_7398.jpg,1,4,image/NC2016_7398_ela.jpg,NIST16/nist16_full
image/NC2016_7504.jpg,mask/splice_NC2016_7504.jpg,1,4,image/NC2016_7504_ela.jpg,NIST16/nist16_full
image/NC2016_7539.jpg,mask/splice_NC2016_7539.jpg,1,4,image/NC2016_7539_ela.jpg,NIST16/nist16_full
image/NC2016_7587.jpg,mask/splice_NC2016_7587.jpg,1,4,image/NC2016_7587_ela.jpg,NIST16/nist16_full
image/NC2016_7921.jpg,mask/splice_NC2016_7921.jpg,1,4,image/NC2016_7921_ela.jpg,NIST16/nist16_full
image/NC2016_8606.jpg,mask/splice_NC2016_8606.jpg,1,4,image/NC2016_8606_ela.jpg,NIST16/nist16_full
image/NC2016_8682.jpg,mask/splice_NC2016_8682.jpg,1,4,image/NC2016_8682_ela.jpg,NIST16/nist16_full
image/NC2016_9014.jpg,mask/splice_NC2016_9014.jpg,1,4,image/NC2016_9014_ela.jpg,NIST16/nist16_full
image/NC2016_9055.jpg,mask/splice_NC2016_9055.jpg,1,4,image/NC2016_9055_ela.jpg,NIST16/nist16_full
image/NC2016_9112.jpg,mask/splice_NC2016_9112.jpg,1,4,image/NC2016_9112_ela.jpg,NIST16/nist16_full
image/NC2016_9317.jpg,mask/splice_NC2016_9317.jpg,1,4,image/NC2016_9317_ela.jpg,NIST16/nist16_full
image/NC2016_9453.jpg,mask/splice_NC2016_9453.jpg,1,4,image/NC2016_9453_ela.jpg,NIST16/nist16_full
image/NC2016_9513.jpg,mask/splice_NC2016_9513.jpg,1,4,image/NC2016_9513_ela.jpg,NIST16/nist16_full
image/NC2016_9541.jpg,mask/splice_NC2016_9541.jpg,1,4,image/NC2016_9541_ela.jpg,NIST16/nist16_full
image/NC2016_9629.jpg,mask/splice_NC2016_9629.jpg,1,4,image/NC2016_9629_ela.jpg,NIST16/nist16_full
image/NC2016_9647.jpg,mask/splice_NC2016_9647.jpg,1,4,image/NC2016_9647_ela.jpg,NIST16/nist16_full
image/NC2016_9857.jpg,mask/splice_NC2016_9857.jpg,1,4,image/NC2016_9857_ela.jpg,NIST16/nist16_full
image/NC2016_9984.jpg,mask/splice_NC2016_9984.jpg,1,4,image/NC2016_9984_ela.jpg,NIST16/nist16_full
image/NC2016_8714.jpg,mask/splice_NC2016_8714.jpg,1,4,image/NC2016_8714_ela.jpg,NIST16/nist16_full
image/NC2016_3092.jpg,mask/splice_NC2016_3092.jpg,1,4,image/NC2016_3092_ela.jpg,NIST16/nist16_full
image/NC2016_8738.jpg,mask/splice_NC2016_8738.jpg,1,4,image/NC2016_8738_ela.jpg,NIST16/nist16_full
image/NC2016_2649.jpg,mask/splice_NC2016_2649.jpg,1,4,image/NC2016_2649_ela.jpg,NIST16/nist16_full
image/NC2016_7956.jpg,mask/splice_NC2016_7956.jpg,1,4,image/NC2016_7956_ela.jpg,NIST16/nist16_full
image/NC2016_8796.jpg,mask/splice_NC2016_8796.jpg,1,4,image/NC2016_8796_ela.jpg,NIST16/nist16_full
image/NC2016_8067.jpg,mask/splice_NC2016_8067.jpg,1,4,image/NC2016_8067_ela.jpg,NIST16/nist16_full
image/NC2016_0589.jpg,mask/splice_NC2016_0589.jpg,1,4,image/NC2016_0589_ela.jpg,NIST16/nist16_full
image/NC2016_9653.jpg,mask/splice_NC2016_9653.jpg,1,4,image/NC2016_9653_ela.jpg,NIST16/nist16_full
image/NC2016_6811.jpg,mask/splice_NC2016_6811.jpg,1,4,image/NC2016_6811_ela.jpg,NIST16/nist16_full
image/NC2016_4363.jpg,mask/splice_NC2016_4363.jpg,1,4,image/NC2016_4363_ela.jpg,NIST16/nist16_full
image/NC2016_0625.jpg,mask/splice_NC2016_0625.jpg,1,5,image/NC2016_0625_ela.jpg,NIST16/nist16_full
image/NC2016_3432.jpg,mask/splice_NC2016_3432.jpg,1,5,image/NC2016_3432_ela.jpg,NIST16/nist16_full
image/NC2016_6426.jpg,mask/splice_NC2016_6426.jpg,1,5,image/NC2016_6426_ela.jpg,NIST16/nist16_full
image/NC2016_7772.jpg,mask/splice_NC2016_7772.jpg,1,5,image/NC2016_7772_ela.jpg,NIST16/nist16_full
image/NC2016_9790.jpg,mask/splice_NC2016_9790.jpg,1,5,image/NC2016_9790_ela.jpg,NIST16/nist16_full
image/NC2016_5781.jpg,mask/splice_NC2016_5781.jpg,1,5,image/NC2016_5781_ela.jpg,NIST16/nist16_full
image/NC2016_3059.jpg,mask/splice_NC2016_3059.jpg,1,5,image/NC2016_3059_ela.jpg,NIST16/nist16_full
image/NC2016_8897.jpg,mask/splice_NC2016_8897.jpg,1,5,image/NC2016_8897_ela.jpg,NIST16/nist16_full
image/NC2016_8900.jpg,mask/splice_NC2016_8900.jpg,1,5,image/NC2016_8900_ela.jpg,NIST16/nist16_full
image/NC2016_7067.jpg,mask/splice_NC2016_7067.jpg,1,5,image/NC2016_7067_ela.jpg,NIST16/nist16_full
image/NC2016_7878.jpg,mask/splice_NC2016_7878.jpg,1,5,image/NC2016_7878_ela.jpg,NIST16/nist16_full
image/NC2016_9691.jpg,mask/splice_NC2016_9691.jpg,1,5,image/NC2016_9691_ela.jpg,NIST16/nist16_full
image/NC2016_8500.jpg,mask/splice_NC2016_8500.jpg,1,5,image/NC2016_8500_ela.jpg,NIST16/nist16_full
image/NC2016_3312.jpg,mask/splice_NC2016_3312.jpg,1,5,image/NC2016_3312_ela.jpg,NIST16/nist16_full
image/NC2016_7673.jpg,mask/splice_NC2016_7673.jpg,1,5,image/NC2016_7673_ela.jpg,NIST16/nist16_full
image/NC2016_4437.jpg,mask/splice_NC2016_4437.jpg,1,5,image/NC2016_4437_ela.jpg,NIST16/nist16_full
image/NC2016_0600.jpg,mask/splice_NC2016_0600.jpg,1,5,image/NC2016_0600_ela.jpg,NIST16/nist16_full
image/NC2016_9241.jpg,mask/splice_NC2016_9241.jpg,1,5,image/NC2016_9241_ela.jpg,NIST16/nist16_full
image/NC2016_0876.jpg,mask/splice_NC2016_0876.jpg,1,5,image/NC2016_0876_ela.jpg,NIST16/nist16_full
image/NC2016_6487.jpg,mask/splice_NC2016_6487.jpg,1,5,image/NC2016_6487_ela.jpg,NIST16/nist16_full
image/NC2016_9818.jpg,mask/splice_NC2016_9818.jpg,1,5,image/NC2016_9818_ela.jpg,NIST16/nist16_full
image/NC2016_3001.jpg,mask/splice_NC2016_3001.jpg,1,5,image/NC2016_3001_ela.jpg,NIST16/nist16_full
image/NC2016_6565.jpg,mask/splice_NC2016_6565.jpg,1,5,image/NC2016_6565_ela.jpg,NIST16/nist16_full
