image_patch,mask_patch,label,fold,ela
fake/000000144003_fake.jpg,mask/000000144003_gt.jpg,1,0,fake/000000144003_fake_ela.jpg
fake/000000456292_fake.jpg,mask/000000456292_gt.jpg,1,0,fake/000000456292_fake_ela.jpg
fake/000000171190_fake.jpg,mask/000000171190_gt.jpg,1,0,fake/000000171190_fake_ela.jpg
fake/000000463199_fake.jpg,mask/000000463199_gt.jpg,1,0,fake/000000463199_fake_ela.jpg
real/000000377575.jpg,,0,0,real/000000377575_ela.jpg
fake/000000458702_fake.jpg,mask/000000458702_gt.jpg,1,0,fake/000000458702_fake_ela.jpg
fake/000000423506_fake.jpg,mask/000000423506_gt.jpg,1,0,fake/000000423506_fake_ela.jpg
fake/000000158660_fake.jpg,mask/000000158660_gt.jpg,1,0,fake/000000158660_fake_ela.jpg
fake/000000241326_fake.jpg,mask/000000241326_gt.jpg,1,0,fake/000000241326_fake_ela.jpg
fake/000000184611_fake.jpg,mask/000000184611_gt.jpg,1,0,fake/000000184611_fake_ela.jpg
real/000000286182.jpg,,0,0,real/000000286182_ela.jpg
real/000000050828.jpg,,0,0,real/000000050828_ela.jpg
fake/000000580197_fake.jpg,mask/000000580197_gt.jpg,1,0,fake/000000580197_fake_ela.jpg
real/000000046048.jpg,,0,0,real/000000046048_ela.jpg
fake/000000460379_fake.jpg,mask/000000460379_gt.jpg,1,0,fake/000000460379_fake_ela.jpg
fake/000000244750_fake.jpg,mask/000000244750_gt.jpg,1,0,fake/000000244750_fake_ela.jpg
real/000000481413.jpg,,0,0,real/000000481413_ela.jpg
real/000000480021.jpg,,0,0,real/000000480021_ela.jpg
fake/000000062355_fake.jpg,mask/000000062355_gt.jpg,1,0,fake/000000062355_fake_ela.jpg
fake/000000179174_fake.jpg,mask/000000179174_gt.jpg,1,0,fake/000000179174_fake_ela.jpg
real/000000320632.jpg,,0,0,real/000000320632_ela.jpg
fake/000000196442_fake.jpg,mask/000000196442_gt.jpg,1,0,fake/000000196442_fake_ela.jpg
fake/000000244592_fake.jpg,mask/000000244592_gt.jpg,1,0,fake/000000244592_fake_ela.jpg
real/000000203864.jpg,,0,0,real/000000203864_ela.jpg
fake/000000425925_fake.jpg,mask/000000425925_gt.jpg,1,0,fake/000000425925_fake_ela.jpg
fake/000000531495_fake.jpg,mask/000000531495_gt.jpg,1,0,fake/000000531495_fake_ela.jpg
fake/000000551660_fake.jpg,mask/000000551660_gt.jpg,1,0,fake/000000551660_fake_ela.jpg
fake/000000084650_fake.jpg,mask/000000084650_gt.jpg,1,0,fake/000000084650_fake_ela.jpg
fake/000000502229_fake.jpg,mask/000000502229_gt.jpg,1,0,fake/000000502229_fake_ela.jpg
real/000000537827.jpg,,0,0,real/000000537827_ela.jpg
real/000000279145.jpg,,0,0,real/000000279145_ela.jpg
real/000000150930.jpg,,0,0,real/000000150930_ela.jpg
real/000000172648.jpg,,0,0,real/000000172648_ela.jpg
fake/000000452515_fake.jpg,mask/000000452515_gt.jpg,1,0,fake/000000452515_fake_ela.jpg
real/000000168458.jpg,,0,0,real/000000168458_ela.jpg
fake/000000129322_fake.jpg,mask/000000129322_gt.jpg,1,0,fake/000000129322_fake_ela.jpg
fake/000000417632_fake.jpg,mask/000000417632_gt.jpg,1,0,fake/000000417632_fake_ela.jpg
real/000000292456.jpg,,0,0,real/000000292456_ela.jpg
fake/000000140640_fake.jpg,mask/000000140640_gt.jpg,1,0,fake/000000140640_fake_ela.jpg
real/000000437205.jpg,,0,0,real/000000437205_ela.jpg
fake/000000253452_fake.jpg,mask/000000253452_gt.jpg,1,0,fake/000000253452_fake_ela.jpg
real/000000155443.jpg,,0,0,real/000000155443_ela.jpg
fake/000000438955_fake.jpg,mask/000000438955_gt.jpg,1,0,fake/000000438955_fake_ela.jpg
fake/000000071938_fake.jpg,mask/000000071938_gt.jpg,1,0,fake/000000071938_fake_ela.jpg
real/000000139099.jpg,,0,0,real/000000139099_ela.jpg
real/000000431727.jpg,,0,0,real/000000431727_ela.jpg
real/000000224222.jpg,,0,0,real/000000224222_ela.jpg
real/000000080413.jpg,,0,0,real/000000080413_ela.jpg
fake/000000571598_fake.jpg,mask/000000571598_gt.jpg,1,0,fake/000000571598_fake_ela.jpg
fake/000000396526_fake.jpg,mask/000000396526_gt.jpg,1,0,fake/000000396526_fake_ela.jpg
fake/000000019402_fake.jpg,mask/000000019402_gt.jpg,1,0,fake/000000019402_fake_ela.jpg
real/000000187734.jpg,,0,0,real/000000187734_ela.jpg
fake/000000306893_fake.jpg,mask/000000306893_gt.jpg,1,0,fake/000000306893_fake_ela.jpg
fake/000000088269_fake.jpg,mask/000000088269_gt.jpg,1,0,fake/000000088269_fake_ela.jpg
real/000000173008.jpg,,0,0,real/000000173008_ela.jpg
real/000000189078.jpg,,0,0,real/000000189078_ela.jpg
real/000000533145.jpg,,0,0,real/000000533145_ela.jpg
real/000000461405.jpg,,0,0,real/000000461405_ela.jpg
fake/000000492992_fake.jpg,mask/000000492992_gt.jpg,1,0,fake/000000492992_fake_ela.jpg
real/000000326128.jpg,,0,0,real/000000326128_ela.jpg
real/000000520531.jpg,,0,0,real/000000520531_ela.jpg
fake/000000274066_fake.jpg,mask/000000274066_gt.jpg,1,0,fake/000000274066_fake_ela.jpg
real/000000206027.jpg,,0,0,real/000000206027_ela.jpg
real/000000294831.jpg,,0,0,real/000000294831_ela.jpg
fake/000000163611_fake.jpg,mask/000000163611_gt.jpg,1,0,fake/000000163611_fake_ela.jpg
real/000000384136.jpg,,0,0,real/000000384136_ela.jpg
fake/000000036539_fake.jpg,mask/000000036539_gt.jpg,1,0,fake/000000036539_fake_ela.jpg
real/000000464251.jpg,,0,0,real/000000464251_ela.jpg
fake/000000534270_fake.jpg,mask/000000534270_gt.jpg,1,0,fake/000000534270_fake_ela.jpg
fake/000000467848_fake.jpg,mask/000000467848_gt.jpg,1,0,fake/000000467848_fake_ela.jpg
fake/000000416758_fake.jpg,mask/000000416758_gt.jpg,1,0,fake/000000416758_fake_ela.jpg
real/000000429011.jpg,,0,0,real/000000429011_ela.jpg
real/000000472298.jpg,,0,0,real/000000472298_ela.jpg
real/000000333772.jpg,,0,0,real/000000333772_ela.jpg
real/000000351609.jpg,,0,0,real/000000351609_ela.jpg
real/000000243989.jpg,,0,0,real/000000243989_ela.jpg
fake/000000021903_fake.jpg,mask/000000021903_gt.jpg,1,0,fake/000000021903_fake_ela.jpg
fake/000000546219_fake.jpg,mask/000000546219_gt.jpg,1,0,fake/000000546219_fake_ela.jpg
real/000000436738.jpg,,0,0,real/000000436738_ela.jpg
real/000000499181.jpg,,0,0,real/000000499181_ela.jpg
fake/000000080949_fake.jpg,mask/000000080949_gt.jpg,1,0,fake/000000080949_fake_ela.jpg
real/000000563349.jpg,,0,0,real/000000563349_ela.jpg
real/000000378116.jpg,,0,0,real/000000378116_ela.jpg
fake/000000509014_fake.jpg,mask/000000509014_gt.jpg,1,0,fake/000000509014_fake_ela.jpg
fake/000000508602_fake.jpg,mask/000000508602_gt.jpg,1,0,fake/000000508602_fake_ela.jpg
fake/000000239318_fake.jpg,mask/000000239318_gt.jpg,1,0,fake/000000239318_fake_ela.jpg
real/000000530975.jpg,,0,0,real/000000530975_ela.jpg
real/000000006771.jpg,,0,0,real/000000006771_ela.jpg
real/000000183246.jpg,,0,0,real/000000183246_ela.jpg
fake/000000529148_fake.jpg,mask/000000529148_gt.jpg,1,0,fake/000000529148_fake_ela.jpg
real/000000138979.jpg,,0,0,real/000000138979_ela.jpg
real/000000068093.jpg,,0,0,real/000000068093_ela.jpg
fake/000000201148_fake.jpg,mask/000000201148_gt.jpg,1,0,fake/000000201148_fake_ela.jpg
fake/000000549674_fake.jpg,mask/000000549674_gt.jpg,1,0,fake/000000549674_fake_ela.jpg
fake/000000065485_fake.jpg,mask/000000065485_gt.jpg,1,0,fake/000000065485_fake_ela.jpg
fake/000000534605_fake.jpg,mask/000000534605_gt.jpg,1,0,fake/000000534605_fake_ela.jpg
fake/000000266409_fake.jpg,mask/000000266409_gt.jpg,1,0,fake/000000266409_fake_ela.jpg
fake/000000491867_fake.jpg,mask/000000491867_gt.jpg,1,0,fake/000000491867_fake_ela.jpg
real/000000480842.jpg,,0,0,real/000000480842_ela.jpg
fake/000000104612_fake.jpg,mask/000000104612_gt.jpg,1,0,fake/000000104612_fake_ela.jpg
fake/000000138550_fake.jpg,mask/000000138550_gt.jpg,1,0,fake/000000138550_fake_ela.jpg
real/000000273715.jpg,,0,0,real/000000273715_ela.jpg
real/000000547854.jpg,,0,0,real/000000547854_ela.jpg
real/000000485071.jpg,,0,0,real/000000485071_ela.jpg
fake/000000094751_fake.jpg,mask/000000094751_gt.jpg,1,0,fake/000000094751_fake_ela.jpg
fake/000000182611_fake.jpg,mask/000000182611_gt.jpg,1,0,fake/000000182611_fake_ela.jpg
real/000000499622.jpg,,0,0,real/000000499622_ela.jpg
fake/000000226903_fake.jpg,mask/000000226903_gt.jpg,1,0,fake/000000226903_fake_ela.jpg
fake/000000507575_fake.jpg,mask/000000507575_gt.jpg,1,0,fake/000000507575_fake_ela.jpg
real/000000464476.jpg,,0,0,real/000000464476_ela.jpg
fake/000000323799_fake.jpg,mask/000000323799_gt.jpg,1,0,fake/000000323799_fake_ela.jpg
fake/000000368752_fake.jpg,mask/000000368752_gt.jpg,1,0,fake/000000368752_fake_ela.jpg
fake/000000291791_fake.jpg,mask/000000291791_gt.jpg,1,0,fake/000000291791_fake_ela.jpg
fake/000000010583_fake.jpg,mask/000000010583_gt.jpg,1,0,fake/000000010583_fake_ela.jpg
fake/000000310072_fake.jpg,mask/000000310072_gt.jpg,1,0,fake/000000310072_fake_ela.jpg
fake/000000439593_fake.jpg,mask/000000439593_gt.jpg,1,0,fake/000000439593_fake_ela.jpg
fake/000000128476_fake.jpg,mask/000000128476_gt.jpg,1,0,fake/000000128476_fake_ela.jpg
fake/000000092177_fake.jpg,mask/000000092177_gt.jpg,1,0,fake/000000092177_fake_ela.jpg
fake/000000404678_fake.jpg,mask/000000404678_gt.jpg,1,0,fake/000000404678_fake_ela.jpg
fake/000000246963_fake.jpg,mask/000000246963_gt.jpg,1,0,fake/000000246963_fake_ela.jpg
fake/000000125405_fake.jpg,mask/000000125405_gt.jpg,1,0,fake/000000125405_fake_ela.jpg
real/000000009378.jpg,,0,0,real/000000009378_ela.jpg
fake/000000214753_fake.jpg,mask/000000214753_gt.jpg,1,0,fake/000000214753_fake_ela.jpg
fake/000000063740_fake.jpg,mask/000000063740_gt.jpg,1,0,fake/000000063740_fake_ela.jpg
fake/000000235778_fake.jpg,mask/000000235778_gt.jpg,1,0,fake/000000235778_fake_ela.jpg
fake/000000153632_fake.jpg,mask/000000153632_gt.jpg,1,0,fake/000000153632_fake_ela.jpg
fake/000000440184_fake.jpg,mask/000000440184_gt.jpg,1,0,fake/000000440184_fake_ela.jpg
fake/000000033368_fake.jpg,mask/000000033368_gt.jpg,1,0,fake/000000033368_fake_ela.jpg
real/000000579893.jpg,,0,0,real/000000579893_ela.jpg
real/000000336309.jpg,,0,0,real/000000336309_ela.jpg
real/000000102805.jpg,,0,0,real/000000102805_ela.jpg
fake/000000509451_fake.jpg,mask/000000509451_gt.jpg,1,0,fake/000000509451_fake_ela.jpg
real/000000292060.jpg,,0,0,real/000000292060_ela.jpg
real/000000182923.jpg,,0,0,real/000000182923_ela.jpg
real/000000442746.jpg,,0,0,real/000000442746_ela.jpg
real/000000542089.jpg,,0,0,real/000000542089_ela.jpg
real/000000426203.jpg,,0,0,real/000000426203_ela.jpg
fake/000000158744_fake.jpg,mask/000000158744_gt.jpg,1,0,fake/000000158744_fake_ela.jpg
real/000000351362.jpg,,0,0,real/000000351362_ela.jpg
real/000000186624.jpg,,0,0,real/000000186624_ela.jpg
fake/000000526392_fake.jpg,mask/000000526392_gt.jpg,1,0,fake/000000526392_fake_ela.jpg
real/000000171611.jpg,,0,0,real/000000171611_ela.jpg
fake/000000416170_fake.jpg,mask/000000416170_gt.jpg,1,0,fake/000000416170_fake_ela.jpg
real/000000449909.jpg,,0,0,real/000000449909_ela.jpg
real/000000534270.jpg,,0,0,real/000000534270_ela.jpg
real/000000211120.jpg,,0,0,real/000000211120_ela.jpg
fake/000000332845_fake.jpg,mask/000000332845_gt.jpg,1,0,fake/000000332845_fake_ela.jpg
real/000000183716.jpg,,0,0,real/000000183716_ela.jpg
fake/000000280710_fake.jpg,mask/000000280710_gt.jpg,1,0,fake/000000280710_fake_ela.jpg
fake/000000002157_fake.jpg,mask/000000002157_gt.jpg,1,0,fake/000000002157_fake_ela.jpg
real/000000023751.jpg,,0,0,real/000000023751_ela.jpg
real/000000323571.jpg,,0,0,real/000000323571_ela.jpg
real/000000338304.jpg,,0,0,real/000000338304_ela.jpg
real/000000307172.jpg,,0,0,real/000000307172_ela.jpg
real/000000280710.jpg,,0,0,real/000000280710_ela.jpg
real/000000034873.jpg,,0,0,real/000000034873_ela.jpg
real/000000563648.jpg,,0,0,real/000000563648_ela.jpg
real/000000155145.jpg,,0,0,real/000000155145_ela.jpg
fake/000000397303_fake.jpg,mask/000000397303_gt.jpg,1,0,fake/000000397303_fake_ela.jpg
real/000000141328.jpg,,0,0,real/000000141328_ela.jpg
real/000000293044.jpg,,0,0,real/000000293044_ela.jpg
real/000000239347.jpg,,0,0,real/000000239347_ela.jpg
real/000000475572.jpg,,0,0,real/000000475572_ela.jpg
real/000000047585.jpg,,0,0,real/000000047585_ela.jpg
real/000000091921.jpg,,0,0,real/000000091921_ela.jpg
real/000000559099.jpg,,0,0,real/000000559099_ela.jpg
real/000000136633.jpg,,0,0,real/000000136633_ela.jpg
fake/000000248752_fake.jpg,mask/000000248752_gt.jpg,1,0,fake/000000248752_fake_ela.jpg
real/000000230450.jpg,,0,0,real/000000230450_ela.jpg
fake/000000315219_fake.jpg,mask/000000315219_gt.jpg,1,0,fake/000000315219_fake_ela.jpg
real/000000039477.jpg,,0,0,real/000000039477_ela.jpg
real/000000243867.jpg,,0,0,real/000000243867_ela.jpg
real/000000321118.jpg,,0,0,real/000000321118_ela.jpg
real/000000486104.jpg,,0,0,real/000000486104_ela.jpg
fake/000000309452_fake.jpg,mask/000000309452_gt.jpg,1,0,fake/000000309452_fake_ela.jpg
fake/000000262631_fake.jpg,mask/000000262631_gt.jpg,1,0,fake/000000262631_fake_ela.jpg
fake/000000426795_fake.jpg,mask/000000426795_gt.jpg,1,0,fake/000000426795_fake_ela.jpg
fake/000000181303_fake.jpg,mask/000000181303_gt.jpg,1,0,fake/000000181303_fake_ela.jpg
fake/000000465836_fake.jpg,mask/000000465836_gt.jpg,1,0,fake/000000465836_fake_ela.jpg
real/000000033707.jpg,,0,0,real/000000033707_ela.jpg
real/000000333956.jpg,,0,0,real/000000333956_ela.jpg
fake/000000093261_fake.jpg,mask/000000093261_gt.jpg,1,0,fake/000000093261_fake_ela.jpg
fake/000000530061_fake.jpg,mask/000000530061_gt.jpg,1,0,fake/000000530061_fake_ela.jpg
real/000000453001.jpg,,0,0,real/000000453001_ela.jpg
fake/000000367228_fake.jpg,mask/000000367228_gt.jpg,1,0,fake/000000367228_fake_ela.jpg
fake/000000009378_fake.jpg,mask/000000009378_gt.jpg,1,0,fake/000000009378_fake_ela.jpg
real/000000154213.jpg,,0,0,real/000000154213_ela.jpg
real/000000562243.jpg,,0,0,real/000000562243_ela.jpg
real/000000413247.jpg,,0,0,real/000000413247_ela.jpg
fake/000000478136_fake.jpg,mask/000000478136_gt.jpg,1,0,fake/000000478136_fake_ela.jpg
real/000000350003.jpg,,0,0,real/000000350003_ela.jpg
real/000000064499.jpg,,0,0,real/000000064499_ela.jpg
real/000000468965.jpg,,0,0,real/000000468965_ela.jpg
real/000000191013.jpg,,0,0,real/000000191013_ela.jpg
fake/000000043314_fake.jpg,mask/000000043314_gt.jpg,1,0,fake/000000043314_fake_ela.jpg
fake/000000575187_fake.jpg,mask/000000575187_gt.jpg,1,0,fake/000000575187_fake_ela.jpg
real/000000134096.jpg,,0,0,real/000000134096_ela.jpg
real/000000495732.jpg,,0,0,real/000000495732_ela.jpg
fake/000000475678_fake.jpg,mask/000000475678_gt.jpg,1,0,fake/000000475678_fake_ela.jpg
real/000000069224.jpg,,0,0,real/000000069224_ela.jpg
fake/000000500613_fake.jpg,mask/000000500613_gt.jpg,1,0,fake/000000500613_fake_ela.jpg
real/000000001532.jpg,,0,0,real/000000001532_ela.jpg
fake/000000393282_fake.jpg,mask/000000393282_gt.jpg,1,0,fake/000000393282_fake_ela.jpg
fake/000000058655_fake.jpg,mask/000000058655_gt.jpg,1,0,fake/000000058655_fake_ela.jpg
real/000000279730.jpg,,0,0,real/000000279730_ela.jpg
fake/000000460229_fake.jpg,mask/000000460229_gt.jpg,1,0,fake/000000460229_fake_ela.jpg
real/000000214720.jpg,,0,0,real/000000214720_ela.jpg
fake/000000474078_fake.jpg,mask/000000474078_gt.jpg,1,0,fake/000000474078_fake_ela.jpg
fake/000000288430_fake.jpg,mask/000000288430_gt.jpg,1,0,fake/000000288430_fake_ela.jpg
real/000000504580.jpg,,0,0,real/000000504580_ela.jpg
fake/000000394677_fake.jpg,mask/000000394677_gt.jpg,1,0,fake/000000394677_fake_ela.jpg
fake/000000545007_fake.jpg,mask/000000545007_gt.jpg,1,0,fake/000000545007_fake_ela.jpg
real/000000396338.jpg,,0,0,real/000000396338_ela.jpg
real/000000045550.jpg,,0,0,real/000000045550_ela.jpg
real/000000429690.jpg,,0,0,real/000000429690_ela.jpg
fake/000000067315_fake.jpg,mask/000000067315_gt.jpg,1,0,fake/000000067315_fake_ela.jpg
fake/000000259690_fake.jpg,mask/000000259690_gt.jpg,1,0,fake/000000259690_fake_ela.jpg
real/000000217957.jpg,,0,0,real/000000217957_ela.jpg
real/000000311392.jpg,,0,0,real/000000311392_ela.jpg
fake/000000214205_fake.jpg,mask/000000214205_gt.jpg,1,0,fake/000000214205_fake_ela.jpg
fake/000000468233_fake.jpg,mask/000000468233_gt.jpg,1,0,fake/000000468233_fake_ela.jpg
real/000000286908.jpg,,0,0,real/000000286908_ela.jpg
real/000000236690.jpg,,0,0,real/000000236690_ela.jpg
real/000000239318.jpg,,0,0,real/000000239318_ela.jpg
real/000000376442.jpg,,0,0,real/000000376442_ela.jpg
real/000000402433.jpg,,0,0,real/000000402433_ela.jpg
real/000000029640.jpg,,0,0,real/000000029640_ela.jpg
real/000000267537.jpg,,0,0,real/000000267537_ela.jpg
real/000000389109.jpg,,0,0,real/000000389109_ela.jpg
fake/000000295713_fake.jpg,mask/000000295713_gt.jpg,1,0,fake/000000295713_fake_ela.jpg
real/000000189451.jpg,,0,0,real/000000189451_ela.jpg
fake/000000307145_fake.jpg,mask/000000307145_gt.jpg,1,0,fake/000000307145_fake_ela.jpg
real/000000516316.jpg,,0,0,real/000000516316_ela.jpg
